#x y co10 co21 13co10 13co21
151.01242 -6.4692549 0.0 0.0 0.0 0.0
151.01242 -6.4685332 0.0 0.0 0.0 0.0
151.01242 -6.4678115 0.0 0.0 0.0 0.0
151.01242 -6.4670898 0.0 0.0 0.0 0.0
151.012 -6.4829669 0.0 0.0 0.0 0.0
151.012 -6.4822452 0.0 0.0 0.0 0.0
151.012 -6.4815235 0.0 0.0 0.0 0.0
151.012 -6.4808019 0.0 0.0 0.0 0.0
151.012 -6.4800802 0.0 0.0 0.0 0.0
151.012 -6.4793585 0.0 0.0 0.0 0.0
151.012 -6.4786368 0.0 0.0 0.0 0.0
151.012 -6.4779151 0.0 0.0 0.0 0.0
151.012 -6.4771934 0.0 0.0 0.0 0.0
151.012 -6.4764717 0.0 0.0 0.0 0.0
151.012 -6.47575 0.0 0.0 0.0 0.0
151.012 -6.4750284 0.0 0.0 0.0 0.0
151.012 -6.4743067 0.0 0.0 0.0 0.0
151.012 -6.473585 0.0 0.0 0.0 0.0
151.012 -6.4728633 0.0 0.0 0.0 0.0
151.012 -6.4721416 0.0 0.0 0.0 0.0
151.012 -6.4714199 0.0 0.0 0.0 0.0
151.012 -6.4706982 0.0 0.0 0.0 0.0
151.012 -6.4699765 0.0 0.0 0.0 0.0
151.012 -6.4692549 0.0 0.0 0.0 0.0
151.012 -6.4685332 0.0 0.0 0.0 0.0
151.012 -6.4678115 0.0 0.0 0.0 0.0
151.012 -6.4670898 0.0 0.0 0.0 0.0
151.01159 -6.4829669 0.0 0.0 0.0 0.0
151.01159 -6.4822452 0.0 0.0 0.0 0.0
151.01159 -6.4815235 0.0 0.0 0.0 0.0
151.01159 -6.4808019 0.0 0.0 0.0 0.0
151.01159 -6.4800802 0.0 0.0 0.0 0.0
151.01159 -6.4793585 0.0 49.238 0.0 0.0
151.01159 -6.4786368 0.0 106.149 0.0 0.0
151.01159 -6.4779151 35.26 126.947 0.0 0.0
151.01159 -6.4771934 34.868 112.643 0.0 5.906
151.01159 -6.4764717 33.235 97.269 0.0 0.0
151.01159 -6.47575 15.266 0.0 0.0 0.0
151.01159 -6.4750284 0.0 0.0 0.0 0.0
151.01159 -6.4743067 0.0 0.0 0.0 0.0
151.01159 -6.473585 0.0 0.0 0.0 0.0
151.01159 -6.4728633 0.0 0.0 0.0 0.0
151.01159 -6.4721416 0.0 0.0 0.0 0.0
151.01159 -6.4714199 0.0 0.0 0.0 0.0
151.01159 -6.4706982 0.0 0.0 0.0 0.0
151.01159 -6.4699765 0.0 0.0 0.0 0.0
151.01159 -6.4692549 0.0 0.0 0.0 0.0
151.01159 -6.4685332 0.0 0.0 0.0 0.0
151.01159 -6.4678115 0.0 0.0 0.0 0.0
151.01159 -6.4670898 0.0 0.0 0.0 0.0
151.01117 -6.4829669 0.0 0.0 0.0 0.0
151.01117 -6.4822452 0.0 0.0 0.0 0.0
151.01117 -6.4815235 0.0 0.0 0.0 0.0
151.01117 -6.4808019 0.0 0.0 0.0 0.0
151.01117 -6.4800802 0.0 73.148 0.0 0.0
151.01117 -6.4793585 56.271 188.622 0.0 6.686
151.01117 -6.4786368 88.975 279.781 0.0 10.539
151.01117 -6.4779151 87.815 267.982 3.836 9.343
151.01117 -6.4771934 67.09 196.513 0.0 9.69
151.01117 -6.4764717 82.408 215.135 0.0 12.198
151.01117 -6.47575 48.935 146.817 0.0 4.874
151.01117 -6.4750284 14.382 63.253 0.0 0.0
151.01117 -6.4743067 15.077 68.406 0.0 0.0
151.01117 -6.473585 20.275 49.665 0.0 0.0
151.01117 -6.4728633 0.0 0.0 0.0 0.0
151.01117 -6.4721416 0.0 0.0 0.0 0.0
151.01117 -6.4714199 0.0 0.0 0.0 0.0
151.01117 -6.4706982 0.0 0.0 0.0 0.0
151.01117 -6.4699765 0.0 0.0 0.0 0.0
151.01117 -6.4692549 0.0 0.0 0.0 0.0
151.01117 -6.4685332 0.0 0.0 0.0 0.0
151.01117 -6.4678115 0.0 0.0 0.0 0.0
151.01117 -6.4670898 0.0 0.0 0.0 0.0
151.01075 -6.4829669 0.0 0.0 0.0 0.0
151.01075 -6.4822452 0.0 0.0 0.0 0.0
151.01075 -6.4815235 0.0 0.0 0.0 0.0
151.01075 -6.4808019 0.0 75.637 0.0 0.0
151.01075 -6.4800802 37.897 153.951 0.0 0.0
151.01075 -6.4793585 87.519 268.583 0.0 12.803
151.01075 -6.4786368 73.66 218.146 0.0 0.0
151.01075 -6.4779151 55.147 165.351 0.0 0.0
151.01075 -6.4771934 40.082 111.491 0.0 0.0
151.01075 -6.4764717 65.43 162.075 0.0 0.0
151.01075 -6.47575 66.691 193.146 0.0 4.052
151.01075 -6.4750284 61.26 195.3 0.0 0.0
151.01075 -6.4743067 31.128 89.398 0.0 0.0
151.01075 -6.473585 29.049 95.51 0.0 0.0
151.01075 -6.4728633 0.0 0.0 0.0 0.0
151.01075 -6.4721416 0.0 0.0 0.0 0.0
151.01075 -6.4714199 0.0 0.0 0.0 0.0
151.01075 -6.4706982 0.0 0.0 0.0 0.0
151.01075 -6.4699765 0.0 0.0 0.0 0.0
151.01075 -6.4692549 0.0 0.0 0.0 0.0
151.01075 -6.4685332 0.0 0.0 0.0 0.0
151.01075 -6.4678115 0.0 0.0 0.0 0.0
151.01075 -6.4670898 0.0 0.0 0.0 0.0
151.01034 -6.4829669 0.0 0.0 0.0 0.0
151.01034 -6.4822452 0.0 0.0 0.0 0.0
151.01034 -6.4815235 38.049 123.809 0.0 4.048
151.01034 -6.4808019 34.145 137.147 0.0 5.604
151.01034 -6.4800802 42.038 153.651 0.0 6.519
151.01034 -6.4793585 65.356 175.445 0.0 0.0
151.01034 -6.4786368 35.406 86.973 0.0 0.0
151.01034 -6.4779151 21.421 60.391 0.0 0.0
151.01034 -6.4771934 18.905 50.958 0.0 0.0
151.01034 -6.4764717 39.009 115.238 0.0 0.0
151.01034 -6.47575 89.946 271.412 0.0 0.0
151.01034 -6.4750284 171.456 515.225 0.0 14.785
151.01034 -6.4743067 87.224 248.749 0.0 8.959
151.01034 -6.473585 27.6 111.687 0.0 0.0
151.01034 -6.4728633 0.0 0.0 0.0 0.0
151.01034 -6.4721416 0.0 0.0 0.0 0.0
151.01034 -6.4714199 0.0 0.0 0.0 0.0
151.01034 -6.4706982 0.0 0.0 0.0 0.0
151.01034 -6.4699765 0.0 0.0 0.0 0.0
151.01034 -6.4692549 0.0 0.0 0.0 0.0
151.01034 -6.4685332 0.0 0.0 0.0 0.0
151.01034 -6.4678115 0.0 0.0 0.0 0.0
151.01034 -6.4670898 0.0 0.0 0.0 0.0
151.00992 -6.4829669 0.0 0.0 0.0 0.0
151.00992 -6.4822452 19.483 68.276 0.0 0.0
151.00992 -6.4815235 50.249 154.78 0.0 5.08
151.00992 -6.4808019 35.105 124.566 0.0 5.99
151.00992 -6.4800802 27.644 86.348 0.0 0.0
151.00992 -6.4793585 36.565 63.106 0.0 0.0
151.00992 -6.4786368 21.696 31.419 0.0 0.0
151.00992 -6.4779151 9.354 0.0 0.0 0.0
151.00992 -6.4771934 0.0 0.0 0.0 0.0
151.00992 -6.4764717 20.288 84.648 0.0 0.0
151.00992 -6.47575 72.807 286.965 0.0 0.0
151.00992 -6.4750284 220.596 697.703 0.0 19.176
151.00992 -6.4743067 195.946 612.712 0.0 23.94
151.00992 -6.473585 21.124 110.17 0.0 0.0
151.00992 -6.4728633 0.0 0.0 0.0 0.0
151.00992 -6.4721416 0.0 0.0 0.0 0.0
151.00992 -6.4714199 0.0 0.0 0.0 0.0
151.00992 -6.4706982 0.0 0.0 0.0 0.0
151.00992 -6.4699765 0.0 0.0 0.0 0.0
151.00992 -6.4692549 0.0 0.0 0.0 0.0
151.00992 -6.4685332 0.0 0.0 0.0 0.0
151.00992 -6.4678115 0.0 0.0 0.0 0.0
151.00992 -6.4670898 0.0 0.0 0.0 0.0
151.0095 -6.4829669 0.0 0.0 0.0 0.0
151.0095 -6.4822452 26.7 70.739 0.0 0.0
151.0095 -6.4815235 50.336 137.883 0.0 0.0
151.0095 -6.4808019 25.579 81.852 0.0 0.0
151.0095 -6.4800802 13.216 0.0 0.0 0.0
151.0095 -6.4793585 17.01 0.0 0.0 0.0
151.0095 -6.4786368 11.26 0.0 0.0 0.0
151.0095 -6.4779151 0.0 0.0 0.0 0.0
151.0095 -6.4771934 0.0 0.0 0.0 0.0
151.0095 -6.4764717 19.547 92.762 0.0 0.0
151.0095 -6.47575 73.043 302.911 0.0 0.0
151.0095 -6.4750284 221.993 748.162 0.0 30.119
151.0095 -6.4743067 336.484 1024.35 6.424 48.321
151.0095 -6.473585 41.661 165.929 0.0 0.0
151.0095 -6.4728633 0.0 29.167 0.0 0.0
151.0095 -6.4721416 0.0 29.774 0.0 0.0
151.0095 -6.4714199 0.0 0.0 0.0 0.0
151.0095 -6.4706982 0.0 0.0 0.0 0.0
151.0095 -6.4699765 0.0 0.0 0.0 0.0
151.0095 -6.4692549 0.0 0.0 0.0 0.0
151.0095 -6.4685332 0.0 0.0 0.0 0.0
151.0095 -6.4678115 0.0 0.0 0.0 0.0
151.0095 -6.4670898 0.0 0.0 0.0 0.0
151.00909 -6.4829669 0.0 0.0 0.0 0.0
151.00909 -6.4822452 24.951 68.336 0.0 0.0
151.00909 -6.4815235 42.031 99.716 0.0 0.0
151.00909 -6.4808019 21.249 53.893 0.0 0.0
151.00909 -6.4800802 0.0 0.0 0.0 0.0
151.00909 -6.4793585 0.0 0.0 0.0 0.0
151.00909 -6.4786368 0.0 0.0 0.0 0.0
151.00909 -6.4779151 0.0 0.0 0.0 0.0
151.00909 -6.4771934 0.0 0.0 0.0 0.0
151.00909 -6.4764717 50.22 177.526 0.0 0.0
151.00909 -6.47575 198.032 617.11 0.0 30.725
151.00909 -6.4750284 456.375 1475.301 19.575 104.868
151.00909 -6.4743067 510.499 1542.457 22.347 91.213
151.00909 -6.473585 87.959 268.205 0.0 0.0
151.00909 -6.4728633 32.654 84.449 0.0 0.0
151.00909 -6.4721416 20.38 67.064 0.0 0.0
151.00909 -6.4714199 0.0 0.0 0.0 0.0
151.00909 -6.4706982 0.0 0.0 0.0 0.0
151.00909 -6.4699765 0.0 0.0 0.0 0.0
151.00909 -6.4692549 0.0 0.0 0.0 0.0
151.00909 -6.4685332 0.0 0.0 0.0 0.0
151.00909 -6.4678115 0.0 0.0 0.0 0.0
151.00909 -6.4670898 0.0 0.0 0.0 0.0
151.00867 -6.4829669 0.0 0.0 0.0 0.0
151.00867 -6.4822452 0.0 0.0 0.0 0.0
151.00867 -6.4815235 16.922 39.674 0.0 0.0
151.00867 -6.4808019 12.291 0.0 0.0 0.0
151.00867 -6.4800802 0.0 0.0 0.0 0.0
151.00867 -6.4793585 0.0 0.0 0.0 0.0
151.00867 -6.4786368 0.0 0.0 0.0 0.0
151.00867 -6.4779151 0.0 0.0 0.0 0.0
151.00867 -6.4771934 0.0 40.118 0.0 0.0
151.00867 -6.4764717 84.334 267.06 0.0 10.594
151.00867 -6.47575 343.053 1027.371 15.109 61.651
151.00867 -6.4750284 621.882 1954.646 35.23 148.723
151.00867 -6.4743067 547.786 1660.932 32.569 110.204
151.00867 -6.473585 105.136 309.838 0.0 12.454
151.00867 -6.4728633 47.65 117.268 0.0 4.288
151.00867 -6.4721416 24.228 61.805 0.0 0.0
151.00867 -6.4714199 11.637 0.0 0.0 0.0
151.00867 -6.4706982 0.0 0.0 0.0 0.0
151.00867 -6.4699765 0.0 0.0 0.0 0.0
151.00867 -6.4692549 0.0 0.0 0.0 0.0
151.00867 -6.4685332 0.0 0.0 0.0 0.0
151.00867 -6.4678115 0.0 0.0 0.0 0.0
151.00867 -6.4670898 0.0 0.0 0.0 0.0
151.00825 -6.4829669 0.0 0.0 0.0 0.0
151.00825 -6.4822452 0.0 0.0 0.0 0.0
151.00825 -6.4815235 0.0 0.0 0.0 0.0
151.00825 -6.4808019 0.0 0.0 0.0 0.0
151.00825 -6.4800802 0.0 0.0 0.0 0.0
151.00825 -6.4793585 0.0 0.0 0.0 0.0
151.00825 -6.4786368 9.454 23.149 0.0 0.0
151.00825 -6.4779151 0.0 0.0 0.0 0.0
151.00825 -6.4771934 11.135 34.123 0.0 0.0
151.00825 -6.4764717 57.809 181.51 0.0 0.0
151.00825 -6.47575 375.598 1123.598 10.303 61.161
151.00825 -6.4750284 379.468 1166.602 0.0 68.55
151.00825 -6.4743067 304.031 927.304 13.409 55.182
151.00825 -6.473585 76.488 225.543 0.0 9.662
151.00825 -6.4728633 59.141 131.616 0.0 0.0
151.00825 -6.4721416 26.058 52.736 0.0 0.0
151.00825 -6.4714199 16.201 28.13 0.0 0.0
151.00825 -6.4706982 0.0 0.0 0.0 0.0
151.00825 -6.4699765 0.0 0.0 0.0 0.0
151.00825 -6.4692549 0.0 0.0 0.0 0.0
151.00825 -6.4685332 0.0 0.0 0.0 0.0
151.00825 -6.4678115 0.0 0.0 0.0 0.0
151.00825 -6.4670898 0.0 0.0 0.0 0.0
151.00784 -6.4829669 0.0 0.0 0.0 0.0
151.00784 -6.4822452 11.317 0.0 0.0 0.0
151.00784 -6.4815235 0.0 0.0 0.0 0.0
151.00784 -6.4808019 0.0 0.0 0.0 0.0
151.00784 -6.4800802 0.0 0.0 0.0 0.0
151.00784 -6.4793585 0.0 0.0 0.0 0.0
151.00784 -6.4786368 0.0 0.0 0.0 0.0
151.00784 -6.4779151 0.0 0.0 0.0 0.0
151.00784 -6.4771934 11.407 25.034 0.0 0.0
151.00784 -6.4764717 19.816 69.117 0.0 0.0
151.00784 -6.47575 226.439 680.275 0.0 30.499
151.00784 -6.4750284 271.219 775.053 0.0 25.731
151.00784 -6.4743067 148.716 416.536 0.0 12.963
151.00784 -6.473585 71.864 182.728 0.0 0.0
151.00784 -6.4728633 52.747 109.467 0.0 0.0
151.00784 -6.4721416 28.307 60.09 0.0 0.0
151.00784 -6.4714199 13.926 34.666 0.0 0.0
151.00784 -6.4706982 0.0 0.0 0.0 0.0
151.00784 -6.4699765 0.0 0.0 0.0 0.0
151.00784 -6.4692549 0.0 0.0 0.0 0.0
151.00784 -6.4685332 0.0 0.0 0.0 0.0
151.00784 -6.4678115 0.0 0.0 0.0 0.0
151.00784 -6.4670898 0.0 0.0 0.0 0.0
151.00742 -6.4829669 0.0 0.0 0.0 0.0
151.00742 -6.4822452 11.841 0.0 0.0 0.0
151.00742 -6.4815235 12.259 0.0 0.0 0.0
151.00742 -6.4808019 0.0 0.0 0.0 0.0
151.00742 -6.4800802 0.0 0.0 0.0 0.0
151.00742 -6.4793585 0.0 0.0 0.0 0.0
151.00742 -6.4786368 0.0 0.0 0.0 0.0
151.00742 -6.4779151 0.0 0.0 0.0 0.0
151.00742 -6.4771934 13.098 28.867 0.0 0.0
151.00742 -6.4764717 9.881 30.279 0.0 0.0
151.00742 -6.47575 69.157 239.997 0.0 0.0
151.00742 -6.4750284 191.408 545.542 0.0 12.619
151.00742 -6.4743067 158.025 417.071 0.0 8.866
151.00742 -6.473585 71.702 174.285 0.0 0.0
151.00742 -6.4728633 34.928 78.281 0.0 0.0
151.00742 -6.4721416 16.056 50.444 0.0 0.0
151.00742 -6.4714199 10.778 35.044 0.0 0.0
151.00742 -6.4706982 0.0 0.0 0.0 0.0
151.00742 -6.4699765 0.0 0.0 0.0 0.0
151.00742 -6.4692549 0.0 0.0 0.0 0.0
151.00742 -6.4685332 0.0 0.0 0.0 0.0
151.00742 -6.4678115 0.0 0.0 0.0 0.0
151.00742 -6.4670898 0.0 0.0 0.0 0.0
151.007 -6.4829669 0.0 0.0 0.0 0.0
151.007 -6.4822452 0.0 0.0 0.0 0.0
151.007 -6.4815235 0.0 0.0 0.0 0.0
151.007 -6.4808019 0.0 0.0 0.0 0.0
151.007 -6.4800802 0.0 0.0 0.0 0.0
151.007 -6.4793585 0.0 0.0 0.0 0.0
151.007 -6.4786368 0.0 0.0 0.0 0.0
151.007 -6.4779151 0.0 0.0 0.0 0.0
151.007 -6.4771934 19.412 41.213 0.0 0.0
151.007 -6.4764717 13.858 34.74 0.0 0.0
151.007 -6.47575 16.829 74.141 0.0 0.0
151.007 -6.4750284 90.027 302.805 0.0 6.619
151.007 -6.4743067 121.125 355.059 0.0 7.718
151.007 -6.473585 100.012 296.004 0.0 0.0
151.007 -6.4728633 41.338 133.398 0.0 0.0
151.007 -6.4721416 22.003 86.175 0.0 0.0
151.007 -6.4714199 0.0 0.0 0.0 0.0
151.007 -6.4706982 0.0 0.0 0.0 0.0
151.007 -6.4699765 0.0 0.0 0.0 0.0
151.007 -6.4692549 0.0 0.0 0.0 0.0
151.007 -6.4685332 0.0 0.0 0.0 0.0
151.007 -6.4678115 0.0 0.0 0.0 0.0
151.007 -6.4670898 0.0 0.0 0.0 0.0
151.00659 -6.4829669 0.0 0.0 0.0 0.0
151.00659 -6.4822452 0.0 0.0 0.0 0.0
151.00659 -6.4815235 0.0 0.0 0.0 0.0
151.00659 -6.4808019 0.0 0.0 0.0 0.0
151.00659 -6.4800802 0.0 0.0 0.0 0.0
151.00659 -6.4793585 0.0 0.0 0.0 0.0
151.00659 -6.4786368 0.0 0.0 0.0 0.0
151.00659 -6.4779151 0.0 0.0 0.0 0.0
151.00659 -6.4771934 19.596 39.249 0.0 0.0
151.00659 -6.4764717 12.351 28.541 0.0 0.0
151.00659 -6.47575 10.003 35.541 0.0 0.0
151.00659 -6.4750284 38.584 144.692 0.0 4.426
151.00659 -6.4743067 98.752 339.604 0.0 11.91
151.00659 -6.473585 173.297 551.947 0.0 21.34
151.00659 -6.4728633 65.852 214.504 0.0 5.382
151.00659 -6.4721416 36.558 121.679 0.0 0.0
151.00659 -6.4714199 10.129 0.0 0.0 0.0
151.00659 -6.4706982 0.0 0.0 0.0 0.0
151.00659 -6.4699765 0.0 0.0 0.0 0.0
151.00659 -6.4692549 0.0 0.0 0.0 0.0
151.00659 -6.4685332 0.0 0.0 0.0 0.0
151.00659 -6.4678115 0.0 0.0 0.0 0.0
151.00659 -6.4670898 0.0 0.0 0.0 0.0
151.00617 -6.4829669 0.0 0.0 0.0 0.0
151.00617 -6.4822452 0.0 0.0 0.0 0.0
151.00617 -6.4815235 0.0 0.0 0.0 0.0
151.00617 -6.4808019 0.0 0.0 0.0 0.0
151.00617 -6.4800802 0.0 0.0 0.0 0.0
151.00617 -6.4793585 0.0 0.0 0.0 0.0
151.00617 -6.4786368 0.0 0.0 0.0 0.0
151.00617 -6.4779151 0.0 0.0 0.0 0.0
151.00617 -6.4771934 15.446 24.564 0.0 0.0
151.00617 -6.4764717 0.0 0.0 0.0 0.0
151.00617 -6.47575 0.0 36.08 0.0 0.0
151.00617 -6.4750284 28.777 95.052 0.0 0.0
151.00617 -6.4743067 51.793 213.421 0.0 0.0
151.00617 -6.473585 157.064 510.962 0.0 22.17
151.00617 -6.4728633 59.755 171.271 0.0 4.237
151.00617 -6.4721416 49.896 156.768 0.0 0.0
151.00617 -6.4714199 27.884 82.372 0.0 0.0
151.00617 -6.4706982 22.686 68.934 0.0 0.0
151.00617 -6.4699765 0.0 0.0 0.0 0.0
151.00617 -6.4692549 0.0 0.0 0.0 0.0
151.00617 -6.4685332 0.0 0.0 0.0 0.0
151.00617 -6.4678115 0.0 0.0 0.0 0.0
151.00617 -6.4670898 0.0 0.0 0.0 0.0
151.00575 -6.4829669 0.0 0.0 0.0 0.0
151.00575 -6.4822452 0.0 0.0 0.0 0.0
151.00575 -6.4815235 11.054 0.0 0.0 0.0
151.00575 -6.4808019 0.0 0.0 0.0 0.0
151.00575 -6.4800802 0.0 0.0 0.0 0.0
151.00575 -6.4793585 0.0 0.0 0.0 0.0
151.00575 -6.4786368 0.0 0.0 0.0 0.0
151.00575 -6.4779151 0.0 0.0 0.0 0.0
151.00575 -6.4771934 11.358 0.0 0.0 0.0
151.00575 -6.4764717 0.0 0.0 0.0 0.0
151.00575 -6.47575 12.832 48.771 0.0 0.0
151.00575 -6.4750284 26.608 83.212 0.0 0.0
151.00575 -6.4743067 21.02 74.922 0.0 0.0
151.00575 -6.473585 0.0 168.804 0.0 0.0
151.00575 -6.4728633 26.518 90.517 0.0 0.0
151.00575 -6.4721416 41.732 140.47 0.0 0.0
151.00575 -6.4714199 37.714 118.239 0.0 0.0
151.00575 -6.4706982 26.673 79.347 0.0 0.0
151.00575 -6.4699765 19.249 65.843 0.0 0.0
151.00575 -6.4692549 18.855 55.676 0.0 0.0
151.00575 -6.4685332 0.0 0.0 0.0 0.0
151.00575 -6.4678115 0.0 0.0 0.0 0.0
151.00575 -6.4670898 0.0 0.0 0.0 0.0
151.00534 -6.4829669 0.0 0.0 0.0 0.0
151.00534 -6.4822452 0.0 0.0 0.0 0.0
151.00534 -6.4815235 0.0 0.0 0.0 0.0
151.00534 -6.4808019 0.0 0.0 0.0 0.0
151.00534 -6.4800802 0.0 0.0 0.0 0.0
151.00534 -6.4793585 0.0 0.0 0.0 0.0
151.00534 -6.4786368 0.0 0.0 0.0 0.0
151.00534 -6.4779151 0.0 0.0 0.0 0.0
151.00534 -6.4771934 0.0 0.0 0.0 0.0
151.00534 -6.4764717 0.0 0.0 0.0 0.0
151.00534 -6.47575 16.198 62.289 0.0 0.0
151.00534 -6.4750284 22.915 70.148 0.0 0.0
151.00534 -6.4743067 12.485 0.0 0.0 0.0
151.00534 -6.473585 0.0 0.0 0.0 0.0
151.00534 -6.4728633 10.262 48.128 0.0 0.0
151.00534 -6.4721416 30.011 107.042 0.0 3.231
151.00534 -6.4714199 30.147 99.533 0.0 0.0
151.00534 -6.4706982 17.464 65.117 0.0 0.0
151.00534 -6.4699765 29.482 89.469 0.0 0.0
151.00534 -6.4692549 16.777 57.183 0.0 0.0
151.00534 -6.4685332 0.0 0.0 0.0 0.0
151.00534 -6.4678115 0.0 0.0 0.0 0.0
151.00534 -6.4670898 0.0 0.0 0.0 0.0
151.00492 -6.4829669 0.0 0.0 0.0 0.0
151.00492 -6.4822452 0.0 0.0 0.0 0.0
151.00492 -6.4815235 0.0 0.0 0.0 0.0
151.00492 -6.4808019 0.0 0.0 0.0 0.0
151.00492 -6.4800802 0.0 0.0 0.0 0.0
151.00492 -6.4793585 0.0 0.0 0.0 0.0
151.00492 -6.4786368 0.0 0.0 0.0 0.0
151.00492 -6.4779151 0.0 0.0 0.0 0.0
151.00492 -6.4771934 0.0 0.0 0.0 0.0
151.00492 -6.4764717 0.0 0.0 0.0 0.0
151.00492 -6.47575 10.545 42.209 0.0 0.0
151.00492 -6.4750284 18.596 43.311 0.0 0.0
151.00492 -6.4743067 15.075 0.0 0.0 0.0
151.00492 -6.473585 0.0 0.0 0.0 0.0
151.00492 -6.4728633 0.0 0.0 0.0 0.0
151.00492 -6.4721416 24.432 83.83 0.0 0.0
151.00492 -6.4714199 19.09 67.873 0.0 0.0
151.00492 -6.4706982 0.0 35.588 0.0 0.0
151.00492 -6.4699765 16.393 42.955 0.0 0.0
151.00492 -6.4692549 0.0 0.0 0.0 0.0
151.00492 -6.4685332 0.0 0.0 0.0 0.0
151.00492 -6.4678115 0.0 0.0 0.0 0.0
151.00492 -6.4670898 0.0 0.0 0.0 0.0
151.0045 -6.4829669 0.0 0.0 0.0 0.0
151.0045 -6.4822452 0.0 0.0 0.0 0.0
151.0045 -6.4815235 0.0 0.0 0.0 0.0
151.0045 -6.4808019 0.0 0.0 0.0 0.0
151.0045 -6.4800802 0.0 0.0 0.0 0.0
151.0045 -6.4793585 0.0 0.0 0.0 0.0
151.0045 -6.4786368 0.0 0.0 0.0 0.0
151.0045 -6.4779151 0.0 0.0 0.0 0.0
151.0045 -6.4771934 0.0 0.0 0.0 0.0
151.0045 -6.4764717 0.0 0.0 0.0 0.0
151.0045 -6.47575 0.0 0.0 0.0 0.0
151.0045 -6.4750284 0.0 0.0 0.0 0.0
151.0045 -6.4743067 0.0 0.0 0.0 0.0
151.0045 -6.473585 0.0 0.0 0.0 0.0
151.0045 -6.4728633 0.0 0.0 0.0 0.0
151.0045 -6.4721416 0.0 0.0 0.0 0.0
151.0045 -6.4714199 13.466 47.909 0.0 0.0
151.0045 -6.4706982 0.0 0.0 0.0 0.0
