# distance(pc) r21 co21(Jy/b.km/s) co21snr co21(Jy/b.km/s) co10snr peak(Jy/b) disp(km/s) w1(Jy/b) w2(Jy/b) w3(Jy/b), r21mask
5078 0 0 0 0 0 0 0 0 0 0 0
5183 0 0 0 0 0 0 0 0 0 0 0
5289 0 0 0 0 0 0 0 0 0 0 0
5397 0 0 0 0 0 0 0 0 0 0 0
5505 0 0 0 0 0 0 0 0 0 0 0
5615 0 0 0 0 0 0 0 0 0 0 0
5726 0 0 0 0 0 0 0 0 0 0 0
5838 0 0 0 0 0 0 0 0 0 0 0
5950 0 0 0 0 0 0 0 0 0 0 0
6064 0 0 0 0 0 0 0 0 0 0 0
6178 0 0 0 0 0 0 0 0 0 0 0
6293 0 0 0 0 0 0 0 0 0 0 0
6408 0 0 0 0 0 0 0 0 0 0 0
6525 0 0 0 0 0 0 0 0 0 0 0
6642 0 0 0 0 0 0 0 0 0 0 0
6759 0 0 0 0 0 0 0 0 0 0 0
6877 0 0 0 0 0 0 0 0 0 0 0
6858 0 0 0 0 0 0 0 0 0 0 0
6739 0 0 0 0 0 0 0 0 0 0 0
6620 0 0 0 0 0 0 0 0 0 0 0
6501 0 0 0 0 0 0 0 0 0 0 0
6384 0 0 0 0 0 0 0 0 0 0 0
6267 0 0 0 0 0 0 0 0 0 0 0
6150 0 0 0 0 0 0 0 0 0 0 0
6034 0 1 3 0 0 0 2 0 0 0 0
5919 0 0 3 0 0 0 2 0 0 0 0
5805 0 0 2 0 0 0 2 0 0 0 0
5692 0 1 3 0 0 0 4 0 0 0 0
5579 0 2 5 0 0 0 4 0 0 0 0
5467 0 4 7 0 0 0 4 0 0 0 0
5357 0 5 10 0 0 0 4 0 0 0 0
5247 0 7 13 0 0 0 4 0 0 0 0
5139 0 9 16 0 0 0 5 0 0 0 0
5032 0 10 19 0 0 0 5 0 0 0 0
4926 0 11 19 0 0 0 5 0 0 0 0
4821 0 10 18 0 0 0 4 0 0 0 0
4718 2 9 14 1 3 0 5 0 0 0 1
4616 0 8 12 2 5 0 5 0 0 0 1
4516 0 7 10 2 5 0 6 0 0 0 1
4418 0 7 10 3 6 0 6 0 0 0 -1
4322 0 7 11 3 6 0 7 0 0 0 -1
4228 0 10 13 2 6 0 8 0 0 0 1
4135 1 11 16 2 6 0 8 0 0 0 1
4046 0 12 17 4 6 0 8 0 0 0 1
3958 0 13 18 5 8 0 8 0 0 0 -1
3873 0 13 18 6 9 0 8 0 0 0 -1
3791 0 13 20 6 10 0 7 0 0 0 -1
3712 0 14 21 6 11 0 6 0 0 0 -1
3637 0 14 21 7 12 0 6 0 0 0 -1
3564 0 14 21 7 12 0 6 0 0 0 -1
3495 0 13 20 6 11 0 5 0 0 0 -1
3430 0 12 19 6 10 0 5 0 0 0 -1
3369 0 11 17 5 8 0 5 0 0 0 -1
3312 0 10 15 3 7 0 7 0 0 0 1
3260 0 10 14 2 5 0 8 0 0 0 1
3212 1 10 13 1 4 0 6 0 0 0 1
3170 0 10 13 2 5 0 6 0 0 0 1
3132 0 9 13 3 6 0 5 0 0 0 1
3100 0 9 14 3 7 0 5 0 0 0 -1
3073 0 10 15 4 8 0 5 0 0 0 -1
3051 0 10 16 4 9 0 5 0 0 0 -1
3036 0 10 16 4 9 0 5 0 0 0 -1
3026 0 11 15 4 9 0 6 0 0 0 -1
3022 0 11 15 5 9 0 7 0 0 0 -1
3024 0 12 15 5 9 0 8 0 0 0 -1
3032 0 12 15 5 9 0 8 0 0 0 -1
3045 0 12 15 3 7 0 8 0 0 0 1
3064 0 11 15 4 7 0 8 0 0 0 -1
3089 0 11 16 3 7 0 8 0 0 0 1
3120 0 12 17 4 8 0 8 0 0 0 1
3156 0 13 18 4 9 0 7 0 0 0 1
3197 0 15 23 5 10 0 6 0 0 0 1
3243 0 18 27 7 11 1 5 0 0 0 -1
3293 0 20 31 8 12 1 5 0 0 0 -1
3349 0 23 31 10 13 1 5 0 0 0 -1
3408 0 23 31 9 14 1 5 0 0 0 -1
3472 0 22 29 9 14 1 5 0 0 0 -1
3540 0 20 27 9 13 1 5 0 0 0 -1
3611 0 18 24 7 13 1 6 0 0 0 -1
3685 0 16 22 7 11 1 6 0 0 0 -1
3763 0 15 20 5 9 0 6 0 0 0 1
3844 1 14 20 3 6 0 7 0 0 0 1
3928 2 15 20 1 4 0 7 0 0 0 1
4015 0 15 21 0 0 0 7 0 0 0 0
4104 0 14 22 0 0 0 6 0 0 0 0
4195 0 12 21 0 0 0 5 0 0 0 0
4289 0 0 0 0 0 0 0 0 0 0 0
4384 0 0 0 0 0 0 0 0 0 0 0
4482 0 0 0 0 0 0 0 0 0 0 0
4581 0 0 0 0 0 0 0 0 0 0 0
4682 0 0 0 0 0 0 0 0 0 0 0
4785 0 0 0 0 0 0 0 0 0 0 0
4889 0 0 0 0 0 0 0 0 0 0 0
4994 0 0 0 0 0 0 0 0 0 0 0
5101 0 0 0 0 0 0 0 0 0 0 0
5209 0 0 0 0 0 0 0 0 0 0 0
5318 0 0 0 0 0 0 0 0 0 0 0
5429 0 0 0 0 0 0 0 0 0 0 0
5540 0 0 0 0 0 0 0 0 0 0 0
5652 0 0 0 0 0 0 0 0 0 0 0
5765 0 0 0 0 0 0 0 0 0 0 0
5879 0 0 0 0 0 0 0 0 0 0 0
5994 0 0 0 0 0 0 0 0 0 0 0
6110 0 0 0 0 0 0 0 0 0 0 0
6226 0 0 0 0 0 0 0 0 0 0 0
6343 0 0 0 0 0 0 0 0 0 0 0
6460 0 0 0 0 0 0 0 0 0 0 0
6578 0 0 0 0 0 0 0 0 0 0 0
6697 0 0 0 0 0 0 0 0 0 0 0
6816 0 0 0 0 0 0 0 0 0 0 0
6798 0 0 0 0 0 0 0 0 0 0 0
6677 0 0 0 0 0 0 0 0 0 0 0
6557 0 0 0 0 0 0 0 0 0 0 0
6438 0 0 0 0 0 0 0 0 0 0 0
6319 0 0 0 0 0 0 0 0 0 0 0
6201 0 1 3 0 0 0 2 0 0 0 0
6083 0 1 4 0 0 0 2 0 0 0 0
5966 0 2 5 0 0 0 4 0 0 0 0
5849 0 2 5 0 0 0 4 0 0 0 0
5734 0 3 6 0 0 0 5 0 0 0 0
5619 0 4 7 0 0 0 5 0 0 0 0
5505 0 5 9 0 0 0 5 0 0 0 0
5392 0 6 11 0 0 0 4 0 0 0 0
5280 0 7 13 0 0 0 4 0 0 0 0
5169 0 8 15 0 0 0 4 0 0 0 0
5058 0 9 16 0 0 0 5 0 0 0 0
4950 0 10 17 0 0 0 5 0 0 0 0
4842 0 9 16 0 0 0 5 0 0 0 0
4735 2 9 14 1 3 0 5 0 0 0 1
4630 0 8 13 3 6 0 5 0 0 0 -1
4527 0 8 12 4 7 0 6 0 0 0 -1
4425 0 8 12 4 8 0 6 0 0 0 -1
4325 0 8 13 5 8 0 6 0 0 0 -1
4226 0 9 14 4 7 0 6 0 0 0 -1
4130 0 11 16 4 7 0 6 0 0 0 -1
4035 0 12 17 4 7 0 7 0 0 0 1
3943 0 12 17 4 7 0 7 0 0 0 1
3854 0 12 16 5 8 0 7 0 0 0 -1
3767 0 11 15 6 9 0 7 0 0 0 -1
3682 0 9 15 5 8 0 6 0 0 0 -1
3601 0 9 15 5 9 0 6 0 0 0 -1
3523 0 10 15 5 9 0 5 0 0 0 -1
3448 0 10 16 5 9 0 5 0 0 0 -1
3377 0 10 16 5 9 0 5 0 0 0 -1
3309 0 10 15 5 8 0 5 0 0 0 -1
3246 0 9 14 4 7 0 5 0 0 0 -1
3187 0 9 13 4 7 0 6 0 0 0 -1
3133 0 9 13 3 6 0 9 0 0 0 -1
3083 1 9 12 2 4 0 8 0 0 0 1
3039 1 9 12 2 4 0 7 0 0 0 1
2999 0 8 13 2 5 0 5 0 0 0 1
2966 0 9 14 3 7 0 5 0 0 0 1
2937 0 10 15 3 7 0 5 0 0 0 1
2915 0 10 16 4 8 0 5 0 0 0 1
2899 0 10 15 3 8 0 5 0 0 0 -1
2889 0 9 14 3 7 0 5 0 0 0 -1
2884 1 9 12 2 6 0 6 0 0 0 1
2887 1 8 11 2 5 0 6 0 0 0 1
2895 0 8 11 2 5 0 7 0 0 0 1
2909 0 8 11 2 5 0 7 0 0 0 1
2929 1 8 11 1 5 0 8 0 0 0 1
2955 0 9 12 3 6 0 9 0 0 0 1
2987 0 10 14 3 7 0 8 0 0 0 1
3025 0 11 16 3 7 0 7 0 0 0 1
3068 0 13 20 4 8 0 6 0 0 0 1
3116 0 16 24 4 9 1 6 0 0 0 1
3168 0 19 26 8 11 1 6 0 0 0 -1
3226 0 21 29 8 12 1 6 0 0 0 -1
3288 0 22 30 10 13 1 6 0 0 0 -1
3354 0 23 31 11 14 1 6 0 0 0 -1
3424 0 22 31 11 14 1 7 0 0 0 -1
3497 0 22 30 11 14 1 7 0 0 0 -1
3574 0 21 29 10 13 1 7 0 0 0 -1
3655 0 20 27 8 12 1 7 0 0 0 -1
3738 0 18 24 6 9 1 7 0 0 0 1
3824 1 17 23 4 7 0 7 0 0 0 1
3913 3 17 23 1 3 0 7 0 0 0 1
4004 0 16 22 0 0 0 7 0 0 0 0
4098 0 14 21 0 0 0 6 0 0 0 0
4194 0 10 18 0 0 0 5 0 0 0 0
4291 0 7 13 0 0 0 4 0 0 0 0
4391 0 0 0 0 0 0 0 0 0 0 0
4493 0 0 0 0 0 0 0 0 0 0 0
4596 0 0 0 0 0 0 0 0 0 0 0
4700 0 0 0 0 0 0 0 0 0 0 0
4806 0 0 0 0 0 0 0 0 0 0 0
4913 0 0 0 0 0 0 0 0 0 0 0
5022 0 0 0 0 0 0 0 0 0 0 0
5132 0 0 0 0 0 0 0 0 0 0 0
5242 0 0 0 0 0 0 0 0 0 0 0
5354 0 0 0 0 0 0 0 0 0 0 0
5467 0 0 0 0 0 0 0 0 0 0 0
5581 0 0 0 0 0 0 0 0 0 0 0
5695 0 0 0 0 0 0 0 0 0 0 0
5811 0 0 0 0 0 0 0 0 0 0 0
5927 0 0 0 0 0 0 0 0 0 0 0
6044 0 0 0 0 0 0 0 0 0 0 0
6161 0 0 0 0 0 0 0 0 0 0 0
6279 0 0 0 0 0 0 0 0 0 0 0
6398 0 0 0 0 0 0 0 0 0 0 0
6517 0 0 0 0 0 0 0 0 0 0 0
6637 0 0 0 0 0 0 0 0 0 0 0
6757 0 0 0 0 0 0 0 0 0 0 0
6740 0 0 0 0 0 0 0 0 0 0 0
6618 0 0 0 0 0 0 0 0 0 0 0
6497 0 0 0 0 0 0 0 0 0 0 0
6377 0 1 3 0 0 0 2 0 0 0 0
6256 0 1 3 0 0 0 2 0 0 0 0
6137 0 1 4 0 0 0 2 0 0 0 0
6018 0 2 5 0 0 0 3 0 0 0 0
5900 0 4 7 0 0 0 5 0 0 0 0
5782 0 5 9 0 0 0 5 0 0 0 0
5665 0 6 11 0 0 0 5 0 0 0 0
5549 0 8 14 0 0 0 5 0 0 0 0
5433 0 8 15 0 0 0 5 0 0 0 0
5319 0 9 16 0 0 0 5 0 0 0 0
5205 0 9 17 0 0 0 4 0 0 0 0
5092 0 9 17 0 0 0 4 0 0 0 0
4981 0 9 16 0 0 0 5 0 0 0 0
4870 0 8 15 0 0 0 5 0 0 0 0
4760 2 8 13 1 3 0 6 0 0 0 1
4652 1 9 13 1 4 0 6 0 0 0 1
4545 0 11 15 5 8 0 7 0 0 0 -1
4440 0 12 16 6 10 0 7 0 0 0 -1
4336 0 13 18 7 11 0 7 0 0 0 -1
4233 0 13 20 7 10 0 6 0 0 0 -1
4133 0 13 21 6 9 0 6 0 0 0 -1
4034 0 14 21 4 8 0 6 0 0 0 1
3938 0 14 20 4 8 0 7 0 0 0 1
3843 0 14 19 3 7 0 7 0 0 0 1
3751 0 13 18 5 8 0 7 0 0 0 1
3662 0 12 16 6 9 0 7 0 0 0 -1
3575 0 11 15 6 10 0 7 0 0 0 -1
3491 0 9 15 5 9 0 6 0 0 0 -1
3410 0 9 15 5 9 0 5 0 0 0 -1
3333 0 9 16 4 8 0 4 0 0 0 -1
3259 0 9 16 3 7 0 4 0 0 0 -1
3190 0 9 14 4 7 0 4 0 0 0 -1
3124 0 9 14 4 7 0 5 0 0 0 -1
3063 0 8 13 4 7 0 6 0 0 0 -1
3006 0 8 12 3 6 0 7 0 0 0 -1
2955 0 9 12 2 4 0 9 0 0 0 1
2908 1 9 12 2 4 0 8 0 0 0 1
2867 0 9 14 2 5 0 6 0 0 0 1
2832 0 10 15 3 6 0 5 0 0 0 1
2802 0 11 17 3 7 0 5 0 0 0 1
2779 0 11 17 3 7 0 5 0 0 0 1
2762 0 10 16 3 7 0 5 0 0 0 1
2751 0 8 15 2 6 0 4 0 0 0 1
2747 1 8 13 2 5 0 5 0 0 0 1
2749 1 8 12 1 4 0 5 0 0 0 1
2758 1 7 11 1 3 0 5 0 0 0 1
2773 1 7 10 1 3 0 6 0 0 0 1
2794 1 7 11 1 4 0 7 0 0 0 1
2822 1 9 12 1 5 0 8 0 0 0 1
2855 0 9 14 3 6 0 7 0 0 0 1
2894 0 11 17 3 6 0 7 0 0 0 1
2939 0 13 19 3 7 0 6 0 0 0 1
2989 0 16 22 5 9 0 7 0 0 0 1
3044 0 18 25 7 11 1 7 0 0 0 -1
3104 0 20 28 8 12 1 7 0 0 0 -1
3168 0 23 29 9 13 1 8 0 0 0 -1
3237 0 26 32 10 15 1 8 0 0 0 -1
3309 0 28 35 12 16 1 8 0 0 0 -1
3385 0 31 38 13 17 1 7 0 0 0 -1
3465 0 32 39 13 18 1 7 0 0 0 -1
3548 0 30 37 12 16 1 7 0 0 0 -1
3634 0 25 34 9 13 1 7 0 0 0 1
3722 0 21 29 5 9 1 7 0 0 0 1
3814 1 19 25 4 6 1 7 0 0 0 1
3907 3 17 23 1 3 1 6 0 0 0 1
4003 0 14 21 0 0 0 5 0 0 0 0
4101 0 10 18 0 0 0 4 0 0 0 0
4201 0 7 13 0 0 0 4 0 0 0 0
4303 0 4 9 0 0 0 3 0 0 0 0
4406 0 0 0 0 0 0 0 0 0 0 0
4511 0 0 0 0 0 0 0 0 0 0 0
4618 0 0 0 0 0 0 0 0 0 0 0
4726 0 0 0 0 0 0 0 0 0 0 0
4835 0 0 0 0 0 0 0 0 0 0 0
4945 0 0 0 0 0 0 0 0 0 0 0
5057 0 0 0 0 0 0 0 0 0 0 0
5169 0 0 0 0 0 0 0 0 0 0 0
5282 0 0 0 0 0 0 0 0 0 0 0
5397 0 0 0 0 0 0 0 0 0 0 0
5512 0 0 0 0 0 0 0 0 0 0 0
5628 0 0 0 0 0 0 0 0 0 0 0
5745 0 0 0 0 0 0 0 0 0 0 0
5862 0 0 0 0 0 0 0 0 0 0 0
5980 0 0 0 0 0 0 0 0 0 0 0
6099 0 0 0 0 0 0 0 0 0 0 0
6218 0 0 0 0 0 0 0 0 0 0 0
6338 0 0 0 0 0 0 0 0 0 0 0
6459 0 0 0 0 0 0 0 0 0 0 0
6580 0 0 0 0 0 0 0 0 0 0 0
6701 0 0 0 0 0 0 0 0 0 0 0
6684 0 0 0 0 0 0 0 0 0 0 0
6561 0 0 0 0 0 0 0 0 0 0 0
6439 0 0 0 0 0 0 0 0 0 0 0
6318 0 1 4 0 0 0 2 0 0 0 0
6196 0 1 4 0 0 0 2 0 0 0 0
6076 0 2 5 0 0 0 3 0 0 0 0
5956 0 3 6 0 0 0 4 0 0 0 0
5836 0 5 9 0 0 0 5 0 0 0 0
5717 0 8 12 0 0 0 6 0 0 0 0
5599 0 10 16 0 0 0 6 0 0 0 0
5481 0 12 19 0 0 0 6 0 0 0 0
5364 0 14 21 0 0 0 6 0 0 0 0
5248 0 14 21 0 0 0 5 0 0 0 0
5133 0 13 19 0 0 0 5 0 0 0 0
5019 0 11 17 0 0 0 5 0 0 0 0
4905 0 9 14 0 0 0 5 0 0 0 0
4793 0 9 12 0 0 0 6 0 0 0 0
4682 1 9 12 1 4 0 7 0 0 0 1
4571 0 12 15 4 7 0 8 0 0 0 1
4463 0 15 19 6 10 0 8 0 0 0 -1
4355 0 18 22 9 13 0 8 0 0 0 -1
4249 0 20 25 9 14 1 7 0 0 0 -1
4145 0 19 26 9 13 1 6 0 0 0 -1
4042 0 18 27 8 11 1 6 0 0 0 -1
3941 0 17 25 5 10 1 6 0 0 0 1
3842 0 15 23 4 9 0 6 0 0 0 1
3745 0 15 20 4 8 0 7 0 0 0 1
3651 0 14 19 5 9 0 7 0 0 0 1
3559 0 13 18 6 10 0 6 0 0 0 -1
3470 0 12 18 6 10 0 5 0 0 0 -1
3383 0 11 17 6 10 0 5 0 0 0 -1
3300 0 10 16 5 9 0 6 0 0 0 -1
3220 0 10 15 3 8 0 6 0 0 0 1
3144 0 11 15 3 7 0 6 0 0 0 1
3072 0 10 15 3 6 0 5 0 0 0 1
3003 0 10 15 4 7 0 5 0 0 0 -1
2940 0 9 14 4 7 0 6 0 0 0 -1
2881 0 8 13 3 6 0 6 0 0 0 -1
2827 0 9 12 2 5 0 9 0 0 0 1
2778 1 9 12 1 3 0 8 0 0 0 1
2735 0 9 14 2 5 0 7 0 0 0 1
2698 0 11 17 3 6 0 6 0 0 0 1
2668 0 12 18 3 7 0 5 0 0 0 1
2643 0 12 18 3 7 0 5 0 0 0 1
2625 0 11 17 3 6 0 5 0 0 0 1
2614 1 10 15 2 5 0 5 0 0 0 1
2610 1 9 14 1 5 0 5 0 0 0 1
2612 1 9 14 1 4 0 5 0 0 0 1
2621 1 8 13 1 3 0 6 0 0 0 1
2637 1 8 12 1 3 0 6 0 0 0 1
2660 1 8 13 1 4 0 7 0 0 0 1
2689 1 10 14 1 5 0 7 0 0 0 1
2724 0 11 17 2 6 0 6 0 0 0 1
2765 1 12 19 3 6 0 6 0 0 0 1
2812 1 14 21 3 7 0 6 0 0 0 1
2864 0 17 23 6 9 1 6 0 0 0 1
2921 0 19 26 7 11 1 7 0 0 0 -1
2984 0 22 28 9 13 1 8 0 0 0 -1
3051 0 26 32 10 15 1 8 0 0 0 -1
3122 0 30 37 12 17 1 8 0 0 0 -1
3197 0 36 44 15 19 1 8 0 0 0 -1
3276 0 43 49 17 21 2 8 0 0 0 -1
3358 0 46 53 17 23 2 8 0 0 0 1
3443 0 45 51 16 21 2 7 0 0 0 1
3532 0 37 46 13 17 2 7 0 0 0 1
3623 0 28 38 8 13 1 7 0 0 0 1
3717 1 22 30 5 9 1 7 0 0 0 1
3813 1 17 24 2 5 1 6 0 0 0 1
3911 2 13 20 1 3 0 5 0 0 0 1
4011 0 9 16 0 0 0 4 0 0 0 0
4113 0 7 13 0 0 0 4 0 0 0 0
4217 0 5 9 0 0 0 4 0 0 0 0
4323 0 3 8 0 0 0 3 0 0 0 0
4430 0 0 0 0 0 0 0 0 0 0 0
4538 0 0 0 0 0 0 0 0 0 0 0
4648 0 0 0 0 0 0 0 0 0 0 0
4759 0 0 0 0 0 0 0 0 0 0 0
4871 0 0 0 0 0 0 0 0 0 0 0
4984 0 0 0 0 0 0 0 0 0 0 0
5098 0 0 0 0 0 0 0 0 0 0 0
5213 0 0 0 0 0 0 0 0 0 0 0
5329 0 0 0 0 0 0 0 0 0 0 0
5446 0 0 0 0 0 0 0 0 0 0 0
5563 0 0 0 0 0 0 0 0 0 0 0
5681 0 0 0 0 0 0 0 0 0 0 0
5800 0 0 0 0 0 0 0 0 0 0 0
5919 0 0 0 0 0 0 0 0 0 0 0
6039 0 0 0 0 0 0 0 0 0 0 0
6160 0 0 0 0 0 0 0 0 0 0 0
6281 0 0 0 0 0 0 0 0 0 0 0
6402 0 0 0 0 0 0 0 0 0 0 0
6524 0 0 0 0 0 0 0 0 0 0 0
6647 0 0 0 0 0 0 0 0 0 0 0
6630 0 0 0 0 0 0 0 0 0 0 0
6507 0 0 0 0 0 0 0 0 0 0 0
6384 0 2 5 0 0 0 4 0 0 0 0
6261 0 2 6 0 0 0 4 0 0 0 0
6139 0 2 6 0 0 0 4 0 0 0 0
6017 0 5 8 0 0 0 6 0 0 0 0
5896 0 6 9 0 0 0 6 0 0 0 0
5775 0 7 11 0 0 0 6 0 0 0 0
5655 0 10 15 0 0 0 6 0 0 0 0
5535 0 13 20 0 0 0 6 0 0 0 0
5416 0 16 24 0 0 0 6 0 0 0 0
5298 0 17 26 0 0 1 6 0 0 0 0
5180 0 16 25 0 0 1 6 0 0 0 0
5064 0 14 22 0 0 0 6 0 0 0 0
4948 0 13 18 0 0 0 6 0 0 0 0
4833 0 11 15 0 0 0 7 0 0 0 0
4719 2 10 14 1 3 0 7 0 0 0 1
4605 0 11 15 3 6 0 7 0 0 0 1
4494 0 16 20 7 10 0 8 0 0 0 -1
4383 0 21 26 9 13 0 8 0 0 0 -1
4273 0 25 31 11 16 1 8 0 0 0 -1
4165 0 26 33 11 16 1 7 0 0 0 -1
4059 0 25 31 11 15 1 7 0 0 0 -1
3954 0 21 31 9 13 1 6 0 0 0 -1
3851 0 18 27 6 11 1 5 0 0 0 1
3750 0 15 23 4 9 1 5 0 0 0 1
3650 0 13 20 5 8 0 5 0 0 0 -1
3553 0 13 19 5 9 0 5 0 0 0 -1
3459 0 13 19 6 10 0 5 0 0 0 -1
3367 0 12 19 6 11 0 5 0 0 0 -1
3278 0 12 18 6 10 0 5 0 0 0 -1
3192 0 11 17 5 9 0 6 0 0 0 -1
3109 0 10 16 4 7 0 6 0 0 0 -1
3030 0 11 15 3 6 0 6 0 0 0 1
2955 1 12 16 2 5 0 6 0 0 0 1
2884 0 11 17 3 6 0 6 0 0 0 1
2818 0 11 17 4 7 0 6 0 0 0 1
2756 0 10 15 4 6 0 7 0 0 0 -1
2700 0 9 13 2 5 0 7 0 0 0 1
2649 1 9 13 1 4 0 8 0 0 0 1
2604 0 10 16 2 5 0 7 0 0 0 1
2566 0 12 19 3 7 0 6 0 0 0 1
2533 0 13 20 3 8 0 6 0 0 0 1
2508 0 13 20 3 7 0 6 0 0 0 1
2489 0 13 17 3 6 0 6 0 0 0 1
2477 1 11 16 1 5 0 6 0 0 0 1
2472 1 10 16 1 4 0 5 0 0 0 1
2475 2 10 15 1 3 0 6 0 0 0 1
2485 0 10 15 0 0 0 6 0 0 0 0
2501 2 10 15 1 3 0 7 0 0 0 1
2525 1 11 15 1 4 0 6 0 0 0 1
2556 1 12 18 1 5 0 6 0 0 0 1
2593 1 13 21 3 6 0 6 0 0 0 1
2636 1 15 22 3 7 0 6 0 0 0 1
2685 1 15 24 3 7 1 6 0 0 0 1
2740 0 18 24 6 9 1 6 0 0 0 1
2800 0 21 26 7 11 1 7 0 0 0 1
2865 0 23 29 9 13 1 7 0 0 0 -1
2934 0 27 34 11 15 1 8 0 0 0 -1
3008 0 33 41 13 18 1 9 0 0 0 -1
3086 0 42 52 16 21 1 8 0 0 0 -1
3168 0 52 60 19 25 2 8 0 0 0 1
3253 0 59 68 21 27 2 8 0 0 0 1
3341 0 58 67 20 25 3 7 0 0 0 1
3432 0 50 57 16 21 2 7 0 0 0 1
3526 0 36 49 10 17 2 7 0 0 0 1
3622 0 26 35 7 11 1 6 0 0 0 1
3721 0 18 25 4 8 1 6 0 0 0 1
3822 1 12 18 1 4 0 5 0 0 0 1
3924 1 8 15 1 4 0 4 0 0 0 1
4029 1 7 12 1 3 0 4 0 0 0 1
4135 0 6 10 0 0 0 4 0 0 0 0
4242 0 4 9 0 0 0 3 0 0 0 0
4351 0 0 0 0 0 0 0 0 0 0 0
4462 0 0 0 0 0 0 0 0 0 0 0
4573 0 0 0 0 0 0 0 0 0 0 0
4686 0 0 0 0 0 0 0 0 0 0 0
4800 0 0 0 0 0 0 0 0 0 0 0
4915 0 0 0 0 0 0 0 0 0 0 0
5030 0 0 0 0 0 0 0 0 0 0 0
5147 0 0 0 0 0 0 0 0 0 0 0
5264 0 0 0 0 0 0 0 0 0 0 0
5382 0 0 0 0 0 0 0 0 0 0 0
5501 0 0 0 0 0 0 0 0 0 0 0
5620 0 0 0 0 0 0 0 0 0 0 0
5740 0 0 0 0 0 0 0 0 0 0 0
5861 0 0 0 0 0 0 0 0 0 0 0
5982 0 0 0 0 0 0 0 0 0 0 0
6104 0 0 0 0 0 0 0 0 0 0 0
6226 0 0 0 0 0 0 0 0 0 0 0
6349 0 0 0 0 0 0 0 0 0 0 0
6472 0 0 0 0 0 0 0 0 0 0 0
6595 0 0 0 0 0 0 0 0 0 0 0
6580 0 0 0 0 0 0 0 0 0 0 0
6455 0 3 6 0 0 0 4 0 0 0 0
6331 0 4 8 0 0 0 5 0 0 0 0
6207 0 5 8 0 0 0 6 0 0 0 0
6084 0 6 9 0 0 0 7 0 0 0 0
5961 0 7 10 0 0 0 6 0 0 0 0
5838 0 8 12 0 0 0 6 0 0 0 0
5717 0 9 14 0 0 0 6 0 0 0 0
5595 0 11 17 0 0 0 6 0 0 0 0
5474 0 14 21 0 0 0 6 0 0 0 0
5354 0 16 25 0 0 1 6 0 0 0 0
5234 0 17 26 0 0 1 6 0 0 0 0
5115 0 16 25 0 0 0 6 0 0 0 0
4997 0 14 22 0 0 0 6 0 0 0 0
4879 0 13 18 0 0 0 7 0 0 0 0
4763 0 12 16 3 5 0 7 0 0 0 1
4647 0 12 17 5 8 0 7 0 0 0 -1
4532 0 15 21 7 10 0 8 0 0 0 -1
4419 0 21 26 10 13 0 8 0 0 0 -1
4306 0 27 33 12 16 1 8 0 0 0 -1
4195 0 30 38 14 18 1 8 0 0 0 -1
4084 0 30 38 13 17 1 7 0 0 0 -1
3976 0 27 34 11 15 1 7 0 0 0 -1
3869 0 21 29 8 12 1 6 0 0 0 -1
3763 0 17 26 6 10 1 5 0 0 0 1
3660 0 14 21 5 9 1 5 0 0 0 -1
3558 0 12 18 3 8 0 5 0 0 0 1
3458 0 11 17 5 8 0 5 0 0 0 -1
3361 0 11 18 5 9 0 5 0 0 0 -1
3267 0 12 18 6 10 0 5 0 0 0 -1
3175 0 11 17 5 9 0 5 0 0 0 -1
3086 0 10 15 5 8 0 6 0 0 0 -1
3001 0 9 14 3 6 0 6 0 0 0 -1
2919 1 11 14 1 4 0 7 0 0 0 1
2841 2 12 16 1 4 0 7 0 0 0 1
2767 1 12 19 2 5 0 6 0 0 0 1
2698 1 13 19 3 6 0 6 0 0 0 1
2633 0 12 18 3 7 0 6 0 0 0 1
2575 0 11 16 3 6 0 7 0 0 0 1
2521 0 11 16 3 6 0 7 0 0 0 1
2474 0 13 18 3 7 0 7 0 0 0 1
2433 0 14 22 4 8 0 6 0 0 0 1
2399 0 15 23 4 9 0 6 0 0 0 1
2372 0 15 21 4 8 0 6 0 0 0 1
2352 1 14 19 3 7 0 6 0 0 0 1
2340 1 12 17 1 5 0 6 0 0 0 1
2335 2 11 17 1 3 0 6 0 0 0 1
2338 0 11 17 0 0 0 7 0 0 0 0
2348 2 12 16 1 3 0 8 0 0 0 1
2366 2 12 17 1 3 0 7 0 0 0 1
2391 2 13 18 1 4 0 6 0 0 0 1
2423 1 14 21 1 5 0 6 0 0 0 1
2462 1 15 23 3 6 1 6 0 0 0 1
2508 1 16 25 3 7 1 6 0 0 0 1
2560 1 16 25 3 7 1 6 0 0 0 1
2617 0 18 24 6 9 1 6 0 0 0 1
2680 0 20 25 7 10 1 7 0 0 0 1
2748 0 23 28 9 13 1 7 0 0 0 -1
2820 0 27 34 10 15 1 8 0 0 0 -1
2897 0 33 41 13 18 1 9 0 0 0 -1
2978 0 43 53 16 21 1 8 0 0 0 -1
3063 0 56 64 20 26 2 8 0 0 0 1
3150 0 64 73 22 28 3 7 0 0 0 1
3242 0 65 74 21 27 3 7 0 0 0 1
3335 0 55 68 18 23 3 7 0 0 0 1
3432 0 41 56 12 20 2 6 0 0 0 1
3531 0 29 39 8 14 1 6 0 0 0 1
3632 0 20 27 6 10 1 6 0 0 0 1
3735 0 12 19 4 7 0 5 0 0 0 1
