# distance(pc) r21 co21(Jy/b.km/s) co21snr co21(Jy/b.km/s) co10snr peak(Jy/b) disp(km/s) w1(Jy/b) w2(Jy/b) w3(Jy/b), r21mask
2005 0 25 34 12 20 1 6 0 0 0 -1
1872 0 21 33 10 17 1 6 0 0 0 -1
1739 0 19 28 8 14 1 6 0 0 0 -1
1607 0 17 26 5 11 1 6 0 0 0 1
1474 0 16 24 4 9 1 5 0 0 0 1
1341 0 18 24 4 9 1 6 0 0 0 1
1208 0 20 28 5 12 1 6 0 0 0 1
1076 0 27 33 9 16 1 6 0 0 0 1
944 0 32 40 12 21 2 6 0 0 0 -1
812 0 37 46 14 24 2 6 0 0 0 -1
681 0 41 47 16 23 2 7 0 0 0 -1
551 0 43 49 16 21 2 8 0 0 0 -1
423 0 45 52 16 21 1 9 0 0 0 1
300 0 46 53 15 19 1 11 0 0 0 1
192 0 44 51 15 18 1 12 0 0 0 1
137 0 41 47 13 17 1 12 0 0 0 1
190 0 39 42 12 16 1 10 0 0 0 1
299 0 37 40 13 16 1 8 0 0 0 1
421 0 36 39 12 17 2 7 0 0 0 1
549 0 35 41 13 19 2 6 0 0 0 1
679 0 36 42 14 21 2 6 0 0 0 -1
810 0 37 46 15 22 2 6 0 0 0 -1
942 0 39 48 17 22 2 6 0 0 0 -1
1074 0 38 52 17 22 2 5 0 0 0 -1
1206 0 35 48 15 19 2 5 0 0 0 -1
1339 0 29 40 11 16 1 6 0 0 0 -1
1472 0 22 34 8 12 1 6 0 0 0 -1
1604 0 18 27 6 10 1 7 0 0 0 1
1737 0 15 23 5 9 0 6 0 0 0 1
1870 0 14 21 5 8 0 5 0 0 0 1
2003 0 13 20 5 8 1 5 0 0 0 -1
2136 0 13 20 5 8 0 5 0 0 0 -1
2269 0 12 19 5 8 0 5 0 0 0 -1
2402 0 11 18 5 8 0 6 0 0 0 -1
2536 0 11 16 5 9 0 6 0 0 0 -1
2669 0 10 16 5 9 0 6 0 0 0 -1
2802 0 11 17 5 9 0 6 0 0 0 -1
2935 0 13 19 5 8 0 6 0 0 0 -1
3068 0 14 22 3 8 0 6 0 0 0 1
3202 0 16 24 4 8 0 7 0 0 0 1
3335 0 17 26 5 8 1 6 0 0 0 1
3468 0 18 25 5 8 1 6 0 0 0 1
3601 1 18 25 4 9 1 6 0 0 0 1
3734 0 17 23 4 9 1 6 0 0 0 1
3868 0 15 23 4 8 1 5 0 0 0 1
4001 0 14 22 4 8 0 5 0 0 0 1
4134 0 15 22 4 8 0 6 0 0 0 1
4267 0 15 23 4 9 1 6 0 0 0 1
4401 0 16 24 6 10 1 5 0 0 0 -1
4534 0 16 24 7 12 1 5 0 0 0 -1
4667 0 15 24 8 14 1 5 0 0 0 -1
4801 0 15 23 8 14 1 5 0 0 0 -1
4934 0 14 22 8 13 1 5 0 0 0 -1
5067 0 14 21 7 11 0 6 0 0 0 -1
5200 0 13 20 5 9 0 6 0 0 0 -1
5334 0 13 20 3 7 0 7 0 0 0 1
5467 0 12 18 0 0 0 7 0 0 0 0
5600 0 10 16 0 0 0 8 0 0 0 0
5734 0 8 12 0 0 0 7 0 0 0 0
5867 0 4 8 0 0 0 5 0 0 0 0
6000 0 0 0 0 0 0 0 0 0 0 0
6134 0 0 0 0 0 0 0 0 0 0 0
6133 0 0 0 0 0 0 0 0 0 0 0
6000 0 1 5 0 0 0 2 0 0 0 0
5866 0 5 10 0 0 0 5 0 0 0 0
5733 0 7 13 0 0 0 5 0 0 0 0
5600 0 8 14 0 0 0 5 0 0 0 0
5466 0 8 14 0 0 0 5 0 0 0 0
5333 0 7 12 0 0 0 5 0 0 0 0
5200 0 5 10 2 5 0 5 0 0 0 -1
5066 0 4 8 3 6 0 5 0 0 0 -1
4933 0 4 7 4 7 0 5 0 0 0 -1
4800 0 4 7 4 8 0 5 0 0 0 -1
4666 0 4 7 3 6 0 6 0 0 0 -1
4533 0 4 7 3 6 0 5 0 0 0 -1
4400 0 4 8 2 6 0 5 0 0 0 -1
4266 0 5 8 2 6 0 5 0 0 0 -1
4133 0 6 10 4 8 0 6 0 0 0 -1
4000 0 7 11 3 8 0 6 0 0 0 -1
3866 0 6 12 3 6 0 5 0 0 0 -1
3733 0 8 12 2 5 0 6 0 0 0 1
3600 0 9 14 2 5 0 6 0 0 0 1
3466 0 11 17 3 6 0 5 0 0 0 1
3333 1 13 20 3 6 0 5 0 0 0 1
3200 1 15 23 3 7 1 6 0 0 0 1
3066 1 17 23 2 8 1 6 0 0 0 1
2933 1 17 23 2 8 1 6 0 0 0 1
2800 1 17 23 3 7 0 7 0 0 0 1
2666 1 18 24 4 8 1 7 0 0 0 1
2533 0 20 27 6 11 1 7 0 0 0 1
2400 0 22 30 10 14 1 6 0 0 0 -1
2266 0 25 34 12 17 1 6 0 0 0 -1
2133 0 26 35 13 19 1 6 0 0 0 -1
2000 0 24 33 11 19 1 6 0 0 0 -1
1866 0 21 32 10 16 1 5 0 0 0 -1
1733 0 18 28 7 12 1 5 0 0 0 -1
1600 0 17 25 5 10 1 6 0 0 0 1
1466 0 16 25 4 8 1 6 0 0 0 1
1333 0 18 25 4 9 1 6 0 0 0 1
1200 0 22 30 6 13 1 6 0 0 0 1
1066 0 28 35 10 17 1 6 0 0 0 1
933 0 34 43 14 23 2 6 0 0 0 -1
800 0 38 47 15 26 2 6 0 0 0 -1
666 0 39 44 15 25 2 6 0 0 0 -1
533 0 38 44 15 21 2 7 0 0 0 -1
400 0 39 42 13 19 1 8 0 0 0 1
266 0 39 42 13 17 1 8 0 0 0 1
133 0 38 44 12 16 1 9 0 0 0 1
0 0 38 43 13 16 1 11 0 0 0 1
133 0 38 40 12 16 1 12 0 0 0 1
266 0 38 41 14 16 1 9 0 0 0 1
400 0 40 42 15 17 1 8 0 0 0 1
533 0 40 46 14 21 2 7 0 0 0 1
666 0 41 47 16 23 2 7 0 0 0 -1
800 0 41 51 17 24 2 6 0 0 0 -1
933 0 41 51 17 24 2 6 0 0 0 -1
1066 0 40 49 16 23 2 5 0 0 0 -1
1200 0 34 46 14 19 2 5 0 0 0 -1
1333 0 28 38 11 16 1 5 0 0 0 -1
1466 0 22 30 8 12 1 6 0 0 0 -1
1600 0 17 26 6 11 1 6 0 0 0 1
1733 0 15 22 6 10 0 6 0 0 0 -1
1866 0 13 20 5 9 0 5 0 0 0 -1
2000 0 12 19 5 9 0 5 0 0 0 -1
2133 0 12 19 6 9 0 6 0 0 0 -1
2266 0 12 19 5 9 0 6 0 0 0 -1
2400 0 12 19 4 9 0 6 0 0 0 1
2533 0 12 18 4 9 0 6 0 0 0 1
2666 0 12 18 4 8 0 6 0 0 0 1
2800 0 12 19 4 8 0 6 0 0 0 1
2933 0 13 20 3 7 0 6 0 0 0 1
3066 1 14 21 3 7 0 6 0 0 0 1
3200 1 14 22 2 6 0 6 0 0 0 1
3333 1 14 22 3 6 0 6 0 0 0 1
3466 1 15 21 3 7 0 6 0 0 0 1
3600 0 15 21 4 8 0 6 0 0 0 1
3733 0 15 21 4 8 0 6 0 0 0 1
3866 0 15 22 4 8 1 5 0 0 0 1
4000 0 16 24 4 8 1 6 0 0 0 1
4133 1 17 26 4 9 1 6 0 0 0 1
4266 0 19 29 5 10 1 6 0 0 0 1
4400 0 21 31 7 12 1 6 0 0 0 1
4533 0 21 31 8 14 1 6 0 0 0 -1
4666 0 20 30 9 16 1 6 0 0 0 -1
4800 0 19 28 9 16 1 5 0 0 0 -1
4933 0 18 27 9 15 1 5 0 0 0 -1
5066 0 17 26 8 14 1 6 0 0 0 -1
5200 0 16 25 7 12 1 6 0 0 0 -1
5333 0 16 25 6 10 0 6 0 0 0 1
5466 0 16 24 6 9 0 7 0 0 0 -1
5600 0 14 21 0 0 0 7 0 0 0 0
5733 0 11 17 0 0 0 7 0 0 0 0
5866 0 7 12 0 0 0 6 0 0 0 0
6000 0 3 8 0 0 0 4 0 0 0 0
6133 0 0 0 0 0 0 0 0 0 0 0
6134 0 0 0 0 0 0 0 0 0 0 0
6000 0 0 0 0 0 0 0 0 0 0 0
5867 0 0 0 0 0 0 0 0 0 0 0
5734 0 7 12 0 0 0 5 0 0 0 0
5600 0 8 14 0 0 0 5 0 0 0 0
5467 0 7 13 0 0 0 5 0 0 0 0
5334 0 6 10 0 0 0 5 0 0 0 0
5200 0 4 7 0 0 0 6 0 0 0 0
5067 0 3 6 1 4 0 6 0 0 0 -1
4934 0 3 5 2 5 0 6 0 0 0 -1
4801 0 3 5 3 6 0 7 0 0 0 -1
4667 0 3 6 2 5 0 6 0 0 0 -1
4534 0 4 7 2 5 0 5 0 0 0 -1
4401 0 4 7 1 5 0 5 0 0 0 -1
4267 0 4 8 1 5 0 5 0 0 0 -1
4134 0 5 9 1 5 0 5 0 0 0 1
4001 0 6 10 1 5 0 6 0 0 0 1
3868 0 7 11 2 5 0 6 0 0 0 1
3734 0 8 12 2 4 0 6 0 0 0 1
3601 2 9 15 1 3 0 6 0 0 0 1
3468 1 12 18 2 5 0 6 0 0 0 1
3335 1 14 22 3 6 0 6 0 0 0 1
3202 1 16 24 2 8 1 6 0 0 0 1
3068 1 17 23 2 8 1 6 0 0 0 1
2935 1 17 23 2 8 0 6 0 0 0 1
2802 1 17 23 3 7 0 7 0 0 0 1
2669 1 18 25 4 9 0 7 0 0 0 1
2536 0 20 27 8 11 1 7 0 0 0 -1
2402 0 23 31 10 15 1 7 0 0 0 -1
2269 0 26 35 12 18 1 6 0 0 0 -1
2136 0 26 36 13 19 1 6 0 0 0 -1
2003 0 25 34 11 19 1 5 0 0 0 -1
1870 0 21 32 9 16 1 5 0 0 0 -1
1737 0 18 28 7 12 1 5 0 0 0 -1
1604 0 17 26 4 9 1 5 0 0 0 1
1472 1 18 24 4 8 1 6 0 0 0 1
1339 0 19 26 5 10 1 6 0 0 0 1
1206 0 23 32 7 14 1 6 0 0 0 1
1074 0 29 40 11 19 1 6 0 0 0 -1
942 0 36 44 14 24 2 6 0 0 0 -1
810 0 38 47 16 27 2 6 0 0 0 -1
679 0 37 42 15 25 2 6 0 0 0 -1
549 0 34 39 14 20 2 6 0 0 0 -1
421 0 34 39 12 18 1 7 0 0 0 1
299 0 36 39 11 17 1 7 0 0 0 1
190 0 39 41 13 16 1 8 0 0 0 1
137 0 40 45 13 17 1 9 0 0 0 1
192 0 42 45 15 17 1 12 0 0 0 1
300 0 44 47 15 18 1 12 0 0 0 1
423 0 46 49 17 20 1 10 0 0 0 1
551 0 47 53 17 22 2 8 0 0 0 1
681 0 46 53 17 25 2 7 0 0 0 1
812 0 45 51 17 25 2 7 0 0 0 -1
944 0 42 51 16 24 2 6 0 0 0 -1
1076 0 38 47 15 21 2 5 0 0 0 -1
1208 0 31 42 11 19 2 5 0 0 0 1
1341 0 25 34 10 15 1 5 0 0 0 -1
1474 0 20 28 8 12 1 6 0 0 0 -1
1607 0 17 23 7 11 1 6 0 0 0 -1
1739 0 14 22 6 10 0 6 0 0 0 -1
1872 0 13 20 6 10 0 5 0 0 0 -1
2005 0 12 19 7 10 0 6 0 0 0 -1
2138 0 14 19 7 11 0 7 0 0 0 -1
2271 0 16 21 7 11 0 7 0 0 0 -1
2405 0 17 23 7 12 1 6 0 0 0 -1
2538 0 17 23 6 11 1 6 0 0 0 -1
2671 0 17 23 5 10 1 6 0 0 0 1
2804 0 15 23 4 9 0 6 0 0 0 1
2937 0 15 23 4 8 0 6 0 0 0 1
3070 1 14 22 3 6 0 6 0 0 0 1
3204 2 13 20 1 4 0 6 0 0 0 1
3337 1 13 18 2 5 0 6 0 0 0 1
3470 1 13 18 3 6 0 6 0 0 0 1
3603 0 14 19 3 7 0 6 0 0 0 1
3737 0 14 22 4 8 0 6 0 0 0 1
3870 0 16 24 4 8 1 5 0 0 0 1
4003 1 18 27 4 9 1 6 0 0 0 1
4136 1 20 31 4 10 1 6 0 0 0 1
4270 0 23 35 7 12 1 6 0 0 0 1
4403 0 25 39 8 14 1 6 0 0 0 1
4536 0 26 40 10 17 1 6 0 0 0 -1
4669 0 26 40 11 18 1 6 0 0 0 -1
4803 0 25 38 11 19 1 6 0 0 0 -1
4936 0 23 36 11 18 1 5 0 0 0 -1
5069 0 22 33 10 16 1 6 0 0 0 -1
5203 0 20 30 9 15 1 6 0 0 0 -1
5336 0 18 28 9 13 1 6 0 0 0 -1
5469 0 17 27 7 11 1 6 0 0 0 -1
5602 0 16 24 5 8 0 6 0 0 0 1
5736 0 13 19 0 0 0 6 0 0 0 0
5869 0 8 15 0 0 0 5 0 0 0 0
6002 0 6 10 0 0 0 5 0 0 0 0
6136 0 3 7 0 0 0 4 0 0 0 0
6137 0 0 0 0 0 0 0 0 0 0 0
6004 0 0 0 0 0 0 0 0 0 0 0
5871 0 0 0 0 0 0 0 0 0 0 0
5737 0 4 10 0 0 0 3 0 0 0 0
5604 0 7 12 0 0 0 5 0 0 0 0
5471 0 6 11 0 0 0 5 0 0 0 0
5338 0 5 8 0 0 0 5 0 0 0 0
5205 0 3 6 0 0 0 5 0 0 0 0
5072 0 2 4 0 0 0 6 0 0 0 0
4939 0 2 4 1 3 0 6 0 0 0 -1
4805 0 3 5 1 3 0 6 0 0 0 1
4672 0 3 6 2 5 0 6 0 0 0 -1
4539 0 4 7 2 5 0 5 0 0 0 -1
4406 0 4 8 1 4 0 5 0 0 0 1
4273 0 4 8 1 4 0 5 0 0 0 1
4140 0 5 8 1 4 0 5 0 0 0 1
4007 1 6 10 1 3 0 6 0 0 0 1
3874 0 7 11 2 4 0 6 0 0 0 1
3741 1 8 13 1 3 0 6 0 0 0 1
3608 2 10 15 1 3 0 6 0 0 0 1
3475 1 12 19 1 5 0 6 0 0 0 1
3342 1 15 22 3 7 0 6 0 0 0 1
3209 1 17 23 2 8 0 7 0 0 0 1
3076 1 16 22 2 8 0 7 0 0 0 1
2944 1 16 22 2 7 0 7 0 0 0 1
2811 1 17 23 3 7 0 7 0 0 0 1
2678 1 18 25 4 9 0 7 0 0 0 1
2546 0 20 28 8 11 1 7 0 0 0 -1
2413 0 23 32 10 15 1 7 0 0 0 -1
2281 0 26 35 12 18 1 6 0 0 0 -1
2148 0 26 36 13 19 1 6 0 0 0 -1
2016 0 25 33 11 18 1 5 0 0 0 -1
1884 0 21 32 9 15 1 5 0 0 0 -1
1752 0 19 28 6 11 1 5 0 0 0 1
1621 1 19 25 4 9 1 6 0 0 0 1
1490 1 19 25 4 8 1 6 0 0 0 1
1359 0 20 28 5 11 1 6 0 0 0 1
1229 0 24 33 7 16 1 5 0 0 0 1
1099 0 31 42 13 19 2 6 0 0 0 -1
970 0 36 49 16 24 2 6 0 0 0 -1
843 0 38 47 18 25 2 6 0 0 0 -1
719 0 36 41 16 23 2 6 0 0 0 -1
598 0 33 38 12 21 1 6 0 0 0 1
483 0 32 37 11 17 1 7 0 0 0 1
381 0 36 41 11 17 1 7 0 0 0 1
304 0 42 45 13 18 1 8 0 0 0 1
274 0 46 53 15 20 1 9 0 0 0 1
306 0 50 57 16 21 1 10 0 0 0 1
384 0 53 57 17 22 1 10 0 0 0 1
487 0 54 58 19 23 2 10 0 0 0 1
601 0 52 60 18 24 2 8 0 0 0 1
723 0 49 57 18 24 2 8 0 0 0 1
847 0 45 51 16 24 2 7 0 0 0 1
975 0 39 48 15 22 2 6 0 0 0 -1
1103 0 33 41 13 19 2 5 0 0 0 -1
1233 0 27 37 10 17 2 5 0 0 0 1
1363 0 23 31 8 14 1 5 0 0 0 1
1494 0 19 26 7 11 1 5 0 0 0 1
1625 0 17 23 6 10 1 6 0 0 0 -1
1757 0 15 20 6 10 0 7 0 0 0 -1
1888 0 14 19 8 10 0 7 0 0 0 -1
2020 0 14 20 9 11 0 7 0 0 0 -1
2153 0 17 23 9 13 0 6 0 0 0 -1
2285 0 20 27 10 14 1 6 0 0 0 -1
2417 0 22 30 9 15 1 6 0 0 0 -1
2550 0 23 31 9 15 1 6 0 0 0 -1
2683 0 22 30 8 13 1 6 0 0 0 1
2815 0 20 27 6 11 1 6 0 0 0 1
2948 0 16 25 4 9 0 6 0 0 0 1
3081 1 14 22 3 6 0 6 0 0 0 1
3214 2 13 18 1 3 0 6 0 0 0 1
3346 1 12 17 2 4 0 6 0 0 0 1
3479 1 12 17 2 5 0 6 0 0 0 1
3612 0 14 19 3 7 0 6 0 0 0 1
3745 0 15 23 4 8 1 6 0 0 0 1
3878 0 17 26 4 8 1 5 0 0 0 1
4011 1 19 29 4 9 1 5 0 0 0 1
4144 0 21 33 6 10 1 5 0 0 0 1
4277 0 25 38 7 13 1 5 0 0 0 1
4410 0 28 43 9 15 1 5 0 0 0 1
4543 0 31 47 11 18 2 5 0 0 0 1
4677 0 32 49 12 20 2 6 0 0 0 -1
4810 0 32 49 13 21 2 6 0 0 0 -1
4943 0 31 47 12 21 2 6 0 0 0 -1
5076 0 27 41 11 19 1 6 0 0 0 -1
5209 0 23 35 10 17 1 6 0 0 0 -1
5342 0 20 30 9 15 1 6 0 0 0 -1
5475 0 17 26 8 13 1 6 0 0 0 -1
5609 0 15 23 6 11 1 5 0 0 0 -1
5742 0 13 20 0 0 0 5 0 0 0 0
5875 0 9 16 0 0 0 5 0 0 0 0
6008 0 6 12 0 0 0 5 0 0 0 0
6141 0 3 8 0 0 0 4 0 0 0 0
6144 0 0 0 0 0 0 0 0 0 0 0
6011 0 0 0 0 0 0 0 0 0 0 0
5878 0 0 0 0 0 0 0 0 0 0 0
5745 0 0 0 0 0 0 0 0 0 0 0
5612 0 4 8 0 0 0 3 0 0 0 0
5479 0 3 8 0 0 0 3 0 0 0 0
5346 0 4 7 0 0 0 4 0 0 0 0
5213 0 2 5 0 0 0 3 0 0 0 0
5080 0 2 4 0 0 0 4 0 0 0 0
4947 0 2 4 0 0 0 4 0 0 0 0
4814 0 2 5 0 0 0 4 0 0 0 0
4681 0 4 7 2 4 0 6 0 0 0 -1
4549 0 4 8 2 4 0 5 0 0 0 -1
4416 0 5 9 1 4 0 5 0 0 0 1
4283 0 5 9 1 4 0 5 0 0 0 1
4150 1 6 9 1 3 0 6 0 0 0 1
4018 0 6 10 2 4 0 6 0 0 0 1
3885 1 7 11 1 3 0 6 0 0 0 1
3752 0 8 13 2 4 0 6 0 0 0 1
3620 0 10 16 3 5 0 7 0 0 0 1
3488 1 13 20 3 6 0 6 0 0 0 1
3355 0 15 22 3 7 0 6 0 0 0 1
3223 1 16 22 3 8 0 7 0 0 0 1
3091 1 16 22 2 7 0 7 0 0 0 1
2959 1 16 22 2 6 0 7 0 0 0 1
2827 1 17 23 3 7 0 7 0 0 0 1
2695 0 18 25 5 9 0 7 0 0 0 1
2563 0 20 27 7 12 1 7 0 0 0 1
2432 0 22 30 10 15 1 6 0 0 0 -1
2300 0 24 33 12 17 1 6 0 0 0 -1
2169 0 25 34 12 18 1 5 0 0 0 -1
2038 0 23 32 10 17 1 5 0 0 0 -1
1908 0 20 31 8 13 1 5 0 0 0 -1
1778 0 20 27 6 10 1 6 0 0 0 1
1649 1 19 26 4 8 1 6 0 0 0 1
1520 1 19 27 4 9 1 6 0 0 0 1
1392 0 21 29 6 12 1 5 0 0 0 1
1265 0 25 34 8 17 1 5 0 0 0 1
1140 0 31 42 14 20 2 5 0 0 0 -1
1017 0 36 49 17 25 2 6 0 0 0 -1
897 0 37 50 18 26 2 6 0 0 0 -1
781 0 36 41 16 23 2 6 0 0 0 -1
671 0 32 37 12 20 1 6 0 0 0 1
572 0 32 37 11 16 1 7 0 0 0 1
489 0 37 42 11 17 1 8 0 0 0 1
432 0 44 51 15 19 2 8 0 0 0 1
412 0 51 59 17 22 2 8 0 0 0 1
434 0 56 65 19 25 2 9 0 0 0 1
492 0 58 67 19 25 2 9 0 0 0 1
576 0 58 66 20 24 2 9 0 0 0 1
676 0 53 66 18 24 2 8 0 0 0 1
786 0 48 55 17 22 2 8 0 0 0 1
902 0 40 46 15 20 2 7 0 0 0 -1
1023 0 33 41 12 18 1 7 0 0 0 -1
1146 0 27 36 11 16 1 6 0 0 0 -1
1271 0 23 31 9 13 1 5 0 0 0 -1
1398 0 20 27 8 12 1 5 0 0 0 -1
1526 0 18 24 6 11 1 5 0 0 0 1
1655 0 16 22 6 10 1 6 0 0 0 -1
1784 0 15 20 7 10 0 6 0 0 0 -1
1914 0 15 20 8 11 0 6 0 0 0 -1
2045 0 16 23 9 13 1 6 0 0 0 -1
2176 0 20 28 11 15 1 6 0 0 0 -1
2307 0 25 34 12 17 1 6 0 0 0 -1
2438 0 28 39 12 18 1 6 0 0 0 -1
2569 0 29 40 11 19 1 6 0 0 0 -1
2701 0 27 37 10 17 1 6 0 0 0 1
2833 0 24 32 8 14 1 6 0 0 0 1
2965 0 19 26 6 10 1 7 0 0 0 1
3097 0 15 21 4 7 0 6 0 0 0 1
3229 2 13 17 1 3 0 6 0 0 0 1
3362 2 11 16 1 3 0 6 0 0 0 1
3494 1 12 16 2 5 0 6 0 0 0 1
3626 1 14 19 3 6 0 6 0 0 0 1
3759 0 16 22 5 8 1 6 0 0 0 1
3891 0 17 25 5 9 1 5 0 0 0 1
4024 0 18 27 5 9 1 5 0 0 0 1
4157 0 20 31 6 10 1 5 0 0 0 1
4289 0 23 35 7 12 1 5 0 0 0 1
4422 0 27 41 9 15 1 5 0 0 0 1
4555 0 31 48 10 18 2 5 0 0 0 1
4688 0 35 53 12 21 2 6 0 0 0 1
4821 0 38 52 13 22 2 6 0 0 0 1
4953 0 37 50 13 23 2 6 0 0 0 1
5086 0 31 47 13 21 2 6 0 0 0 -1
5219 0 25 38 11 19 1 6 0 0 0 -1
5352 0 20 31 10 17 1 5 0 0 0 -1
5485 0 17 26 9 16 1 5 0 0 0 -1
5618 0 15 22 8 13 1 5 0 0 0 -1
5751 0 11 20 0 0 0 5 0 0 0 0
5884 0 9 16 0 0 0 5 0 0 0 0
6017 0 6 12 0 0 0 5 0 0 0 0
6150 0 4 8 0 0 0 4 0 0 0 0
6153 0 0 0 0 0 0 0 0 0 0 0
6021 0 0 0 0 0 0 0 0 0 0 0
5888 0 0 0 0 0 0 0 0 0 0 0
5755 0 0 0 0 0 0 0 0 0 0 0
5622 0 0 0 0 0 0 0 0 0 0 0
5490 0 1 5 0 0 0 2 0 0 0 0
5357 0 1 5 0 0 0 2 0 0 0 0
5224 0 1 4 0 0 0 2 0 0 0 0
5092 0 2 5 0 0 0 4 0 0 0 0
4959 0 3 6 0 0 0 6 0 0 0 0
4827 0 3 6 0 0 0 6 0 0 0 0
4694 0 4 7 0 0 0 5 0 0 0 0
4562 1 4 8 1 3 0 5 0 0 0 1
4430 0 5 9 1 3 0 5 0 0 0 1
4297 0 6 9 2 4 0 6 0 0 0 1
4165 0 6 9 2 4 0 6 0 0 0 1
4033 0 6 10 2 4 0 6 0 0 0 1
3901 0 7 10 2 5 0 6 0 0 0 1
3769 0 8 12 2 5 0 6 0 0 0 1
3637 0 10 16 3 6 0 6 0 0 0 1
3505 0 13 19 3 7 0 6 0 0 0 1
3374 0 14 22 4 8 0 6 0 0 0 1
3242 0 15 23 4 8 0 6 0 0 0 1
3111 1 16 22 3 7 0 8 0 0 0 1
2980 1 16 22 2 6 0 8 0 0 0 1
2849 1 17 23 3 6 0 7 0 0 0 1
2718 0 18 24 5 9 0 7 0 0 0 1
2588 0 19 26 7 11 1 7 0 0 0 1
2458 0 20 28 8 14 1 6 0 0 0 -1
2328 0 22 30 11 15 1 6 0 0 0 -1
2198 0 22 31 10 16 1 5 0 0 0 -1
2070 0 21 29 9 15 1 5 0 0 0 -1
1941 0 19 29 7 12 1 5 0 0 0 1
1814 1 18 28 4 9 1 5 0 0 0 1
1687 1 19 29 4 9 1 5 0 0 0 1
1562 0 20 30 5 10 1 5 0 0 0 1
1438 0 22 33 6 13 1 5 0 0 0 1
1315 0 25 38 9 19 1 5 0 0 0 1
1196 0 30 46 13 22 2 5 0 0 0 -1
1079 0 35 47 17 25 2 6 0 0 0 -1
967 0 36 48 18 25 2 6 0 0 0 -1
860 0 35 40 16 23 2 6 0 0 0 -1
762 0 32 36 12 20 1 7 0 0 0 -1
677 0 32 36 10 17 1 7 0 0 0 1
608 0 36 41 11 16 1 8 0 0 0 1
564 0 42 52 14 19 1 8 0 0 0 1
549 0 51 58 17 22 2 8 0 0 0 1
566 0 56 64 19 25 2 9 0 0 0 1
612 0 57 65 19 24 2 8 0 0 0 1
682 0 55 62 18 23 2 8 0 0 0 1
768 0 48 60 15 22 2 8 0 0 0 1
867 0 41 51 13 19 2 8 0 0 0 1
974 0 32 40 12 16 1 7 0 0 0 1
1086 0 25 34 9 14 1 7 0 0 0 -1
1203 0 20 30 8 12 1 6 0 0 0 -1
1323 0 19 25 7 11 1 5 0 0 0 -1
1446 0 18 24 6 10 1 5 0 0 0 1
1570 0 17 23 6 10 1 5 0 0 0 1
1695 0 16 22 7 10 1 5 0 0 0 -1
1822 0 15 21 7 11 1 6 0 0 0 -1
1950 0 16 22 9 13 1 6 0 0 0 -1
2078 0 19 26 10 15 1 6 0 0 0 -1
2207 0 24 33 12 18 1 6 0 0 0 -1
2336 0 29 40 13 20 1 6 0 0 0 -1
2466 0 33 45 14 20 2 6 0 0 0 -1
2596 0 34 46 12 21 2 6 0 0 0 1
2726 0 32 43 11 19 2 6 0 0 0 1
2857 0 28 35 9 16 1 6 0 0 0 1
2988 0 22 28 7 12 1 7 0 0 0 1
3119 0 17 23 5 8 0 7 0 0 0 1
3251 1 13 18 2 5 0 6 0 0 0 1
3382 2 12 16 1 3 0 6 0 0 0 1
3514 0 12 17 3 5 0 6 0 0 0 1
3646 0 14 19 4 7 0 6 0 0 0 1
3777 0 15 21 5 8 1 6 0 0 0 1
3909 0 15 23 5 9 1 5 0 0 0 1
4041 0 16 24 5 9 1 5 0 0 0 1
4174 0 17 26 5 9 1 5 0 0 0 1
4306 0 19 29 6 10 1 5 0 0 0 1
4438 0 23 34 7 12 1 5 0 0 0 1
4570 0 27 42 9 15 1 6 0 0 0 1
4703 0 32 49 11 18 2 6 0 0 0 1
4835 0 37 51 12 21 2 6 0 0 0 1
4968 0 37 51 13 22 2 6 0 0 0 1
5100 0 33 45 13 21 2 6 0 0 0 -1
5233 0 27 36 12 20 1 6 0 0 0 -1
5366 0 20 31 11 19 1 5 0 0 0 -1
5498 0 17 26 10 17 1 5 0 0 0 -1
5631 0 14 25 9 15 1 5 0 0 0 -1
5764 0 12 21 6 11 0 5 0 0 0 -1
5896 0 9 16 0 0 0 5 0 0 0 0
6029 0 7 12 0 0 0 4 0 0 0 0
6162 0 5 8 0 0 0 4 0 0 0 0
6166 0 0 0 0 0 0 0 0 0 0 0
6034 0 0 0 0 0 0 0 0 0 0 0
5901 0 0 0 0 0 0 0 0 0 0 0
5769 0 0 0 0 0 0 0 0 0 0 0
5636 0 0 0 0 0 0 0 0 0 0 0
5504 0 0 0 0 0 0 0 0 0 0 0
5372 0 0 0 0 0 0 0 0 0 0 0
5240 0 1 4 0 0 0 2 0 0 0 0
5107 0 4 7 0 0 0 5 0 0 0 0
4975 0 5 8 0 0 0 8 0 0 0 0
4843 0 5 8 0 0 0 8 0 0 0 0
4711 0 5 8 0 0 0 7 0 0 0 0
4579 0 5 8 0 0 0 6 0 0 0 0
4448 1 6 9 1 3 0 6 0 0 0 1
4316 0 6 9 2 4 0 6 0 0 0 1
4184 0 5 9 2 4 0 5 0 0 0 -1
4053 0 6 10 3 6 0 5 0 0 0 -1
3922 0 6 10 3 6 0 5 0 0 0 -1
3790 0 7 12 4 6 0 5 0 0 0 -1
3659 0 9 14 4 7 0 5 0 0 0 -1
3528 0 12 18 3 8 0 5 0 0 0 1
3398 0 14 21 4 8 0 6 0 0 0 1
3267 0 14 22 4 8 0 6 0 0 0 1
3137 1 16 21 3 6 0 8 0 0 0 1
