# distance(pc) r21 co21(Jy/b.km/s) co21snr co21(Jy/b.km/s) co10snr peak(Jy/b) disp(km/s) w1(Jy/b) w2(Jy/b) w3(Jy/b), r21mask
1.026463856034174023e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.160709403455257416e-04 5.131287034600973129e-04 3.126829396933317184e-03 0.000000000000000000e+00
1.037595813736122909e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.782385266385972500e-04 5.701486370526254177e-04 3.654973581433296204e-03 0.000000000000000000e+00
1.048933588887788210e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 9.433791274204850197e-04 6.263645482249557972e-04 4.146756604313850403e-03 0.000000000000000000e+00
1.060470580162914848e+04 0.000000000000000000e+00 2.760247230529785156e+00 8.941740989685058594e+00 0.000000000000000000e+00 nan 3.060474395751953125e-01 3.598067430813234768e+00 9.810996707528829575e-04 6.525558419525623322e-04 4.356130491942167282e-03 0.000000000000000000e+00
1.072200356825656309e+04 0.000000000000000000e+00 1.186982870101928711e+00 5.437929153442382812e+00 0.000000000000000000e+00 nan 2.373965829610824585e-01 1.994711326883463309e+00 9.494502446614205837e-04 6.216911133378744125e-04 4.050275776535272598e-03 0.000000000000000000e+00
1.084116661281327106e+04 0.000000000000000000e+00 9.343796372413635254e-01 4.280677318572998047e+00 0.000000000000000000e+00 nan 1.868759244680404663e-01 1.994711433818127100e+00 8.834650507196784019e-04 5.668097874149680138e-04 3.552583511918783188e-03 0.000000000000000000e+00
1.096213410642986491e+04 0.000000000000000000e+00 9.202039241790771484e-01 4.215734004974365234e+00 0.000000000000000000e+00 nan 1.840407848358154297e-01 1.994711402007163681e+00 8.022105903364717960e-04 5.028388695791363716e-04 3.003077115863561630e-03 0.000000000000000000e+00
1.108484697416208110e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.278378470800817013e-04 4.462396027520298958e-04 2.553329570218920708e-03 0.000000000000000000e+00
1.120924789391419472e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.871189689263701439e-04 4.194770590402185917e-04 2.234529703855514526e-03 0.000000000000000000e+00
1.133528128847723019e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.643629749305546284e-04 4.086070402991026640e-04 1.911596977151930332e-03 0.000000000000000000e+00
1.146289331130374376e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.538686575368046761e-04 4.059035563841462135e-04 1.635851804167032242e-03 0.000000000000000000e+00
1.159203182714471404e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.502030882984399796e-04 4.043249937240034342e-04 1.459070248529314995e-03 0.000000000000000000e+00
1.172264638786916112e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.480775191448628902e-04 3.991601115558296442e-04 1.492637791670858860e-03 0.000000000000000000e+00
1.185468820458973642e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.455844850279390812e-04 3.972231643274426460e-04 1.596056041307747364e-03 0.000000000000000000e+00
1.198811011638262244e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.422182195819914341e-04 3.978233144152909517e-04 1.762620988301932812e-03 0.000000000000000000e+00
1.212286655619934027e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.366256275214254856e-04 3.991473640780895948e-04 1.982562243938446045e-03 0.000000000000000000e+00
1.225891351467358436e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.225135875865817070e-04 3.928667865693569183e-04 2.220476279035210609e-03 0.000000000000000000e+00
1.239620850204667295e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.958299734629690647e-04 3.759820538107305765e-04 2.246824791654944420e-03 0.000000000000000000e+00
1.253471050878295500e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.632365937344729900e-04 3.531371476128697395e-04 2.081849146634340286e-03 0.000000000000000000e+00
1.267437996509560071e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.286256200633943081e-04 3.272063622716814280e-04 1.779473619535565376e-03 0.000000000000000000e+00
1.281517869989167593e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.980038502253592014e-04 3.028554492630064487e-04 1.483108615502715111e-03 0.000000000000000000e+00
1.295706989915178747e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.717793781310319901e-04 2.877633087337017059e-04 1.376120024360716343e-03 0.000000000000000000e+00
1.310001806432573176e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.477446782402694225e-04 2.760999777819961309e-04 1.370621961541473866e-03 0.000000000000000000e+00
1.324398897062086326e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.256000975146889687e-04 2.643600746523588896e-04 1.403131289407610893e-03 0.000000000000000000e+00
1.338894962564198249e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.053290176670998335e-04 2.480009570717811584e-04 1.386686577461659908e-03 0.000000000000000000e+00
1.353486822838029548e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 3.823345177806913853e-04 2.275316219311207533e-04 1.245476538315415382e-03 0.000000000000000000e+00
1.368171412873899135e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 3.543156199157238007e-04 2.055764780379831791e-04 1.074176165275275707e-03 0.000000000000000000e+00
1.382945778770261495e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 3.226007102057337761e-04 1.843423378886654973e-04 9.131821570917963982e-04 0.000000000000000000e+00
1.194430967595222137e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 1.553262554807588458e-04 7.640271360287442803e-05 3.411413636058568954e-04 0.000000000000000000e+00
1.180894116233730165e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 1.645169541006907821e-04 9.073907131096348166e-05 3.598260809667408466e-04 0.000000000000000000e+00
1.167491356308769900e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 1.747296773828566074e-04 1.089465222321450710e-04 3.534203278832137585e-04 0.000000000000000000e+00
1.154227358989559980e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 1.875447051133960485e-04 1.278376730624586344e-04 3.264426195528358221e-04 0.000000000000000000e+00
1.141106963127574818e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 2.054289652733132243e-04 1.376171130686998367e-04 3.468641079962253571e-04 0.000000000000000000e+00
1.128135179051476734e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 2.274738217238336802e-04 1.426895905751734972e-04 4.435802111402153969e-04 0.000000000000000000e+00
1.115317192092399273e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 2.521118149161338806e-04 1.496271725045517087e-04 5.672280094586312771e-04 0.000000000000000000e+00
1.102658365758910986e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 2.780301147140562534e-04 1.607445883564651012e-04 6.883291644044220448e-04 0.000000000000000000e+00
1.090164244507536205e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 3.024091420229524374e-04 1.762405445333570242e-04 7.613264606334269047e-04 0.000000000000000000e+00
1.077840556038000796e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 3.245754633098840714e-04 1.921071234392002225e-04 8.005682611837983131e-04 0.000000000000000000e+00
1.065693213020211806e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 3.475584671832621098e-04 2.098095283145084977e-04 8.093139622360467911e-04 0.000000000000000000e+00
1.053728314182128270e+04 0.000000000000000000e+00 1.217052578926086426e+00 5.575687885284423828e+00 0.000000000000000000e+00 nan 2.434105128049850464e-01 1.994711426429704559e+00 3.727198054548352957e-04 2.291570999659597874e-04 7.768101640976965427e-04 0.000000000000000000e+00
1.041952144639913058e+04 0.000000000000000000e+00 1.562323689460754395e+00 7.157479763031005859e+00 0.000000000000000000e+00 nan 3.124647438526153564e-01 1.994711363956770178e+00 4.017030587419867516e-04 2.492200292181223631e-04 6.802928983233869076e-04 0.000000000000000000e+00
1.030371175404640962e+04 0.000000000000000000e+00 1.576578497886657715e+00 7.222785472869873047e+00 0.000000000000000000e+00 nan 3.153156936168670654e-01 1.994711439713521495e+00 4.379270249046385288e-04 2.663181512616574764e-04 6.216468173079192638e-04 0.000000000000000000e+00
1.018992061917583851e+04 0.000000000000000000e+00 2.441408157348632812e+00 7.908871173858642578e+00 0.000000000000000000e+00 nan 2.651022374629974365e-01 3.673982336038450924e+00 4.829907265957444906e-04 2.876503567676991224e-04 6.895006517879664898e-04 0.000000000000000000e+00
1.007821641535283743e+04 0.000000000000000000e+00 9.859862327575683594e-01 4.517102718353271484e+00 0.000000000000000000e+00 nan 1.971972435712814331e-01 1.994711432153138952e+00 5.381116061471402645e-04 3.167972317896783352e-04 8.662454201839864254e-04 0.000000000000000000e+00
9.968669298300570517e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.041938904672861099e-04 3.570679691620171070e-04 1.118657062761485577e-03 0.000000000000000000e+00
9.861351155707925500e+03 0.000000000000000000e+00 8.708959817886352539e-01 3.989839076995849609e+00 0.000000000000000000e+00 nan 1.741791963577270508e-01 1.994711402007163681e+00 6.757100927643477917e-04 4.024867084808647633e-04 1.312652020715177059e-03 0.000000000000000000e+00
9.756335542938679282e+03 0.000000000000000000e+00 1.249954819679260254e+00 5.726422786712646484e+00 0.000000000000000000e+00 nan 2.499909698963165283e-01 1.994711354447820106e+00 7.366012432612478733e-04 4.384019703138619661e-04 1.457858947105705738e-03 0.000000000000000000e+00
9.653697602896972967e+03 0.000000000000000000e+00 1.355638504028320312e+00 6.210591793060302734e+00 0.000000000000000000e+00 nan 2.711277008056640625e-01 1.994711402007163681e+00 7.830444374121725559e-04 4.641741397790610790e-04 1.564582576975226402e-03 0.000000000000000000e+00
9.553513969253845062e+03 0.000000000000000000e+00 1.207928299903869629e+00 5.533886432647705078e+00 0.000000000000000000e+00 nan 2.415856719017028809e-01 1.994711303579087547e+00 8.125246386043727398e-04 4.799309244845062494e-04 1.636576955206692219e-03 0.000000000000000000e+00
9.455862651486431787e+03 0.000000000000000000e+00 8.916261196136474609e-01 4.084810256958007812e+00 0.000000000000000000e+00 nan 1.783252209424972534e-01 1.994711435343464512e+00 8.246474899351596832e-04 4.895302117802202702e-04 1.627315068617463112e-03 0.000000000000000000e+00
9.360822900569115518e+03 0.000000000000000000e+00 1.038747429847717285e+00 4.758817672729492188e+00 0.000000000000000000e+00 nan 2.077494859695434570e-01 1.994711402007163681e+00 8.260456961579620838e-04 4.935762844979763031e-04 1.599510316736996174e-03 0.000000000000000000e+00
9.268475054545629973e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.203161414712667465e-04 4.921461804769933224e-04 1.592238550074398518e-03 0.000000000000000000e+00
9.178900362543008669e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.112238720059394836e-04 4.866617964580655098e-04 1.617615227587521076e-03 0.000000000000000000e+00
9.092180786898577935e+03 0.000000000000000000e+00 9.347465038299560547e-01 4.282357692718505859e+00 0.000000000000000000e+00 nan 1.869492977857589722e-01 1.994711433805641976e+00 8.089827024377882481e-04 4.833911079913377762e-04 1.656736480072140694e-03 0.000000000000000000e+00
9.008398782495623891e+03 0.000000000000000000e+00 2.081431150436401367e+00 6.742735862731933594e+00 0.000000000000000000e+00 nan 2.141238898038864136e-01 3.877992737822026914e+00 8.219580631703138351e-04 4.902710788883268833e-04 1.740848179906606674e-03 0.000000000000000000e+00
8.927637053171480147e+03 0.000000000000000000e+00 2.205734014511108398e+00 7.145411491394042969e+00 0.000000000000000000e+00 nan 2.454560399055480957e-01 3.585002667062822557e+00 8.418359211646020412e-04 5.026996368542313576e-04 1.876630471087992191e-03 0.000000000000000000e+00
8.849978285164123008e+03 0.000000000000000000e+00 1.336183547973632812e+00 6.121462821960449219e+00 0.000000000000000000e+00 nan 2.672367095947265625e-01 1.994711402007163459e+00 8.629204821772873402e-04 5.170120857656002045e-04 2.036604797467589378e-03 0.000000000000000000e+00
8.775504857675397943e+03 0.000000000000000000e+00 2.203357219696044922e+00 7.137712001800537109e+00 0.000000000000000000e+00 nan 2.648310661315917969e-01 3.319143658651166895e+00 8.758856565691530704e-04 5.267920205369591713e-04 2.149758860468864441e-03 0.000000000000000000e+00
8.704298531802249272e+03 0.000000000000000000e+00 2.025811433792114258e+00 6.562557697296142578e+00 0.000000000000000000e+00 nan 2.280920892953872681e-01 3.543226052060482356e+00 8.732836577109992504e-04 5.251290858723223209e-04 2.155535621568560600e-03 0.000000000000000000e+00
8.636440118378252009e+03 0.000000000000000000e+00 1.555941820144653320e+00 5.040428638458251953e+00 0.000000000000000000e+00 nan 1.568858325481414795e-01 3.956577645148349642e+00 8.654441335238516331e-04 5.188527284190058708e-04 2.122763777151703835e-03 0.000000000000000000e+00
8.572009126776647463e+03 0.000000000000000000e+00 6.654226779937744141e-01 3.048503637313842773e+00 0.000000000000000000e+00 nan 1.330845355987548828e-01 1.994711402007163459e+00 8.577623520977795124e-04 5.117802647873759270e-04 2.051887335255742073e-03 0.000000000000000000e+00
8.511083396574147628e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.563246810808777809e-04 5.083114374428987503e-04 1.934730331413447857e-03 0.000000000000000000e+00
8.453738714938743215e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.683530031703412533e-04 5.144614842720329762e-04 1.835863920859992504e-03 0.000000000000000000e+00
8.400048422434027088e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.863003458827733994e-04 5.273093120194971561e-04 1.903996220789849758e-03 0.000000000000000000e+00
8.350083011566446658e+03 0.000000000000000000e+00 1.021824121475219727e+00 4.681286811828613281e+00 0.000000000000000000e+00 nan 2.043648362159729004e-01 1.994711285652445598e+00 9.095975547097623348e-04 5.449980963021516800e-04 2.104707062244415283e-03 0.000000000000000000e+00
8.303909721476728009e+03 0.000000000000000000e+00 2.973775625228881836e+00 7.865686416625976562e+00 0.000000000000000000e+00 nan 2.167338728904724121e-01 5.473832094213266330e+00 9.377331007272005081e-04 5.654899287037551403e-04 2.387526445090770721e-03 0.000000000000000000e+00
8.261592133842497788e+03 0.000000000000000000e+00 2.113637924194335938e+00 6.847068786621093750e+00 0.000000000000000000e+00 nan 2.403233647346496582e-01 3.508687282037975752e+00 9.713976178318262100e-04 5.837469943799078465e-04 2.521337242797017097e-03 0.000000000000000000e+00
8.223189774686916280e+03 0.000000000000000000e+00 2.407492399215698242e+00 6.367857933044433594e+00 0.000000000000000000e+00 nan 2.165585905313491821e-01 4.435060763166500664e+00 9.985835058614611626e-04 5.975525127723813057e-04 2.545891329646110535e-03 0.000000000000000000e+00
8.188757727256376711e+03 0.000000000000000000e+00 2.253067255020141602e+00 5.959400653839111328e+00 0.000000000000000000e+00 nan 1.666176468133926392e-01 5.394649401225867891e+00 1.013635075651109219e-03 6.053625256754457951e-04 2.520941896364092827e-03 0.000000000000000000e+00
8.158346261440738090e+03 0.000000000000000000e+00 2.816972017288208008e+00 7.450938224792480469e+00 0.000000000000000000e+00 nan 2.178728878498077393e-01 5.158095858070637085e+00 1.013567904010415077e-03 6.061337189748883247e-04 2.471752697601914406e-03 0.000000000000000000e+00
8.132000484984600917e+03 0.000000000000000000e+00 3.972683668136596680e+00 9.100035667419433594e+00 0.000000000000000000e+00 nan 2.186670601367950439e-01 7.247874832580952997e+00 9.973959531635046005e-04 5.982419825159013271e-04 2.369759371504187584e-03 0.000000000000000000e+00
8.109760021972368122e+03 0.000000000000000000e+00 4.017390727996826172e+00 9.202444076538085938e+00 0.000000000000000000e+00 nan 2.363016605377197266e-01 6.782461937184708134e+00 9.769451571628451347e-04 5.866583669558167458e-04 2.247356809675693512e-03 0.000000000000000000e+00
8.091658723671914231e+03 0.000000000000000000e+00 3.028767585754394531e+00 8.011140823364257812e+00 0.000000000000000000e+00 nan 2.169848233461380005e-01 5.568608112002807253e+00 9.565980872139334679e-04 5.721457418985664845e-04 2.133230213075876236e-03 0.000000000000000000e+00
8.077724416350356478e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 9.378000395372509956e-04 5.551824579015374184e-04 2.021697582677006721e-03 0.000000000000000000e+00
8.067978690642531546e+03 0.000000000000000000e+00 1.210610985755920410e+00 5.546176910400390625e+00 0.000000000000000000e+00 nan 2.421221882104873657e-01 1.994711475664641576e+00 9.211857686750590801e-04 5.365527467802166939e-04 1.871885149739682674e-03 0.000000000000000000e+00
8.062436735801922623e+03 0.000000000000000000e+00 1.405868053436279297e+00 6.440708637237548828e+00 0.000000000000000000e+00 nan 2.811736166477203369e-01 1.994711359722234345e+00 9.076902642846107483e-04 5.252310074865818024e-04 1.667159493081271648e-03 0.000000000000000000e+00
8.061107221998305249e+03 0.000000000000000000e+00 1.348067522048950195e+00 6.175907135009765625e+00 0.000000000000000000e+00 nan 2.696135044097900391e-01 1.994711402007163681e+00 8.967396570369601250e-04 5.201813764870166779e-04 1.479982747696340084e-03 0.000000000000000000e+00
8.063992232768852773e+03 0.000000000000000000e+00 1.097360491752624512e+00 5.027341842651367188e+00 0.000000000000000000e+00 nan 2.194720953702926636e-01 1.994711429093537491e+00 8.874849299900233746e-04 5.186176858842372894e-04 1.343415002338588238e-03 0.000000000000000000e+00
8.071087248678774813e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.786054677329957485e-04 5.160389118827879429e-04 1.295510679483413696e-03 0.000000000000000000e+00
8.082381182617568811e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.694301359355449677e-04 5.138911074027419090e-04 1.350663020275533199e-03 0.000000000000000000e+00
8.097856466168394036e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.621781598776578903e-04 5.155064864084124565e-04 1.426562550477683544e-03 0.000000000000000000e+00
8.117489185226132577e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.574498933739960194e-04 5.191135569475591183e-04 1.498290337622165680e-03 0.000000000000000000e+00
8.141249262748447109e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.557437686249613762e-04 5.227697547525167465e-04 1.544928643852472305e-03 0.000000000000000000e+00
8.169100685191482626e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.586755720898509026e-04 5.275761359371244907e-04 1.587411854416131973e-03 0.000000000000000000e+00
8.201001768792442817e+03 0.000000000000000000e+00 1.810943126678466797e+00 5.866497993469238281e+00 0.000000000000000000e+00 nan 2.071529328823089600e-01 3.487576886226683381e+00 8.656596764922142029e-04 5.343331722542643547e-04 1.647123834118247032e-03 0.000000000000000000e+00
8.236905461391479548e+03 0.000000000000000000e+00 4.492563247680664062e+00 1.029089927673339844e+01 0.000000000000000000e+00 nan 2.785406112670898438e-01 6.434513871152517162e+00 8.742873906157910824e-04 5.396414198912680149e-04 1.702414709143340588e-03 0.000000000000000000e+00
8.276759674477236331e+03 0.000000000000000000e+00 6.490346908569335938e+00 1.329756164550781250e+01 0.000000000000000000e+00 nan 3.258264958858489990e-01 7.946787106006792278e+00 8.818597416393458843e-04 5.408580182120203972e-04 1.737430575303733349e-03 0.000000000000000000e+00
8.320507640762521987e+03 0.000000000000000000e+00 5.875385284423828125e+00 1.345846271514892578e+01 0.000000000000000000e+00 nan 3.275095820426940918e-01 7.156858095527437236e+00 8.792589069344103336e-04 5.335407331585884094e-04 1.731506432406604290e-03 0.000000000000000000e+00
8.368088291398391448e+03 0.000000000000000000e+00 3.982135534286499023e+00 1.053281497955322266e+01 0.000000000000000000e+00 nan 2.814580500125885010e-01 5.644330410321466651e+00 8.655777201056480408e-04 5.194017430767416954e-04 1.708137337118387222e-03 0.000000000000000000e+00
8.419436647862670725e+03 0.000000000000000000e+00 1.837711215019226074e+00 5.953212261199951172e+00 0.000000000000000000e+00 nan 1.997339874505996704e-01 3.670585623392642827e+00 8.485061698593199253e-04 5.026356666348874569e-04 1.693961559794843197e-03 0.000000000000000000e+00
8.474484222921375476e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.325591916218400002e-04 4.862923524342477322e-04 1.704193186014890671e-03 0.000000000000000000e+00
8.533159425732930686e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.245524368248879910e-04 4.762280150316655636e-04 1.760882674716413021e-03 0.000000000000000000e+00
8.595387966152835361e+03 0.000000000000000000e+00 1.359612941741943359e+00 6.228800296783447266e+00 0.000000000000000000e+00 nan 2.719225883483886719e-01 1.994711402007163681e+00 8.260065224021673203e-04 4.788991936948150396e-04 1.837530871853232384e-03 0.000000000000000000e+00
8.661093254097035242e+03 0.000000000000000000e+00 2.420023918151855469e+00 7.839597702026367188e+00 0.000000000000000000e+00 nan 3.003619015216827393e-01 3.214288681894686750e+00 8.342791115865111351e-04 4.902396467514336109e-04 1.921268180012702942e-03 0.000000000000000000e+00
8.730196789764460846e+03 0.000000000000000000e+00 4.809569358825683594e+00 1.101704978942871094e+01 0.000000000000000000e+00 nan 2.673310637474060059e-01 7.177394728701418813e+00 8.477672236040234566e-04 5.068436730653047562e-04 2.008059993386268616e-03 0.000000000000000000e+00
8.802618541363495751e+03 0.000000000000000000e+00 4.209712982177734375e+00 1.113476181030273438e+01 0.000000000000000000e+00 nan 3.248168826103210449e-01 5.170397805215982245e+00 8.641570457257330418e-04 5.232616094872355461e-04 2.094404539093375206e-03 0.000000000000000000e+00
8.878277307384147207e+03 0.000000000000000000e+00 3.265578269958496094e+00 1.057874679565429688e+01 0.000000000000000000e+00 nan 3.567072451114654541e-01 3.652230953255548140e+00 8.739149780012667179e-04 5.321094649843871593e-04 2.180052222684025764e-03 0.000000000000000000e+00
8.957091060990262122e+03 0.000000000000000000e+00 3.109517812728881836e+00 1.007319355010986328e+01 0.000000000000000000e+00 nan 3.820622265338897705e-01 3.246900742879114787e+00 8.736816234886646271e-04 5.338991759344935417e-04 2.261189743876457214e-03 0.000000000000000000e+00
9.038977274550958100e+03 0.000000000000000000e+00 2.040417432785034180e+00 9.347772598266601562e+00 0.000000000000000000e+00 nan 4.080834686756134033e-01 1.994711489411388428e+00 8.628749637864530087e-04 5.285678780637681484e-04 2.323415130376815796e-03 0.000000000000000000e+00
9.123853222832687607e+03 0.000000000000000000e+00 2.103175640106201172e+00 9.635287284851074219e+00 0.000000000000000000e+00 nan 4.206351339817047119e-01 1.994711373741796301e+00 8.414824260398745537e-04 5.162412417121231556e-04 2.350336173549294472e-03 0.000000000000000000e+00
9.211636264076110820e+03 0.000000000000000000e+00 3.195769071578979492e+00 1.035260200500488281e+01 0.000000000000000000e+00 nan 3.980366885662078857e-01 3.203039914849510339e+00 8.131003123708069324e-04 4.967927234247326851e-04 2.310573123395442963e-03 0.000000000000000000e+00
9.302244098063074489e+03 0.000000000000000000e+00 4.778471946716308594e+00 1.094581604003906250e+01 0.000000000000000000e+00 nan 3.252439498901367188e-01 5.861245062056383404e+00 7.879975019022822380e-04 4.773936816491186619e-04 2.235318068414926529e-03 0.000000000000000000e+00
9.395595001255607713e+03 0.000000000000000000e+00 5.388251781463623047e+00 1.103956508636474609e+01 0.000000000000000000e+00 nan 2.802380323410034180e-01 7.670627127650075927e+00 7.692853105254471302e-04 4.621856205631047487e-04 2.148265251889824867e-03 0.000000000000000000e+00
9.491608038970700363e+03 0.000000000000000000e+00 3.181144475936889648e+00 8.414180755615234375e+00 0.000000000000000000e+00 nan 2.371655255556106567e-01 5.351085612226158084e+00 7.591372705064713955e-04 4.543956601992249489e-04 2.070517977699637413e-03 0.000000000000000000e+00
9.590203255085913042e+03 0.000000000000000000e+00 3.749359846115112305e+00 8.588478088378906250e+00 0.000000000000000000e+00 nan 2.107282727956771851e-01 7.098137080566494284e+00 7.580055389553308487e-04 4.571000463329255581e-04 2.038862789049744606e-03 0.000000000000000000e+00
9.691301840009557054e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.566240965388715267e-04 4.602286207955330610e-04 2.052374882623553276e-03 0.000000000000000000e+00
