# distance(pc) r21 co21(Jy/b.km/s) co21snr co21(Jy/b.km/s) co10snr peak(Jy/b) disp(km/s) w1(Jy/b) w2(Jy/b) w3(Jy/b), r21mask
1.122048033096036124e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 2.358532656216993928e-04 1.232388167409226298e-04 5.227451911196112633e-04 0.000000000000000000e+00
1.110883452893586036e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 2.563381567597389221e-04 1.307163765886798501e-04 7.119173533283174038e-04 0.000000000000000000e+00
1.099914488281335070e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 2.784424868877977133e-04 1.424700749339535832e-04 8.392242016270756721e-04 0.000000000000000000e+00
1.089147049493120903e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 3.081214672420173883e-04 1.608408492757007480e-04 8.110514609143137932e-04 0.000000000000000000e+00
1.078587171983933149e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 3.447481431066989899e-04 1.829930988606065512e-04 7.434744038619101048e-04 0.000000000000000000e+00
1.068241011180552232e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 3.861485456582158804e-04 2.088746114168316126e-04 6.964124622754752636e-04 0.000000000000000000e+00
1.058114836211749389e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.295176477171480656e-04 2.384406980127096176e-04 7.308451458811759949e-04 0.000000000000000000e+00
1.048215022544668682e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.632552445400506258e-04 2.635500859469175339e-04 8.841040544211864471e-04 0.000000000000000000e+00
1.038548043468577998e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.870895936619490385e-04 2.791639417409896851e-04 1.052264124155044556e-03 0.000000000000000000e+00
1.029120460351334259e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.040937103331089020e-04 2.882559492718428373e-04 1.201922190375626087e-03 0.000000000000000000e+00
1.019938911623646163e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.169882788322865963e-04 2.937860263045877218e-04 1.303304452449083328e-03 0.000000000000000000e+00
1.011010100432303989e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.292345886118710041e-04 3.024583857040852308e-04 1.296713948249816895e-03 0.000000000000000000e+00
1.002340780924474348e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.416763015091419220e-04 3.123739152215421200e-04 1.194453216157853603e-03 0.000000000000000000e+00
9.939377431308343148e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.556762916967272758e-04 3.223431413061916828e-04 1.034862943924963474e-03 0.000000000000000000e+00
9.858077964371004782e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.721509223803877831e-04 3.326578007545322180e-04 8.519267430528998375e-04 0.000000000000000000e+00
9.779577516373528852e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.926741869188845158e-04 3.468787763267755508e-04 7.267644978128373623e-04 0.000000000000000000e+00
9.703944015847138871e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.137235322967171669e-04 3.631840227171778679e-04 7.449314580298960209e-04 0.000000000000000000e+00
9.631245004815922584e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.332558696158230305e-04 3.772590425796806812e-04 8.557781111449003220e-04 0.000000000000000000e+00
9.561547418635655049e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.504316115751862526e-04 3.879834548570215702e-04 1.014996902085840702e-03 0.000000000000000000e+00
9.494917353507364169e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.643323577009141445e-04 3.950145328417420387e-04 1.142214867286384106e-03 0.000000000000000000e+00
9.431419822899511928e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.742547266185283661e-04 3.986133087892085314e-04 1.159153296612203121e-03 0.000000000000000000e+00
9.371118503979791058e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.823621224611997604e-04 4.004220245406031609e-04 1.161878346465528011e-03 0.000000000000000000e+00
9.314075475827617993e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.898327847011387348e-04 4.017463652417063713e-04 1.177575672045350075e-03 0.000000000000000000e+00
9.260350951033944511e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.980272592045366764e-04 4.041962092742323875e-04 1.230285386554896832e-03 0.000000000000000000e+00
9.210003003052126587e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.128446595743298531e-04 4.116022901143878698e-04 1.300778822042047977e-03 0.000000000000000000e+00
9.163087291350262603e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.364567136391997337e-04 4.269710625521838665e-04 1.452269032597541809e-03 0.000000000000000000e+00
9.119656787058807822e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.690765196457505226e-04 4.520403454080224037e-04 1.713846228085458279e-03 0.000000000000000000e+00
9.079761501841643621e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.101411513052880764e-04 4.874474834650754929e-04 2.100533805787563324e-03 0.000000000000000000e+00
9.043448222815233748e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.526688907295465469e-04 5.249364185146987438e-04 2.519501373171806335e-03 0.000000000000000000e+00
9.010760256417910568e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.800762007012963295e-04 5.464628920890390873e-04 2.804234856739640236e-03 0.000000000000000000e+00
8.981737184393032294e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.882434922270476818e-04 5.504619912244379520e-04 2.927870256826281548e-03 0.000000000000000000e+00
8.956414634862225284e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.753424044698476791e-04 5.365210236050188541e-04 2.869229065254330635e-03 0.000000000000000000e+00
8.934824071261351492e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.424402913078665733e-04 5.064734723418951035e-04 2.581731649115681648e-03 0.000000000000000000e+00
8.916992602207201344e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.060495601966977119e-04 4.724726313725113869e-04 2.185075078159570694e-03 0.000000000000000000e+00
8.902942814711605024e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.736278930678963661e-04 4.426008381415158510e-04 1.808950095437467098e-03 0.000000000000000000e+00
8.892692633084858244e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.480054628103971481e-04 4.202282580081373453e-04 1.505131949670612812e-03 0.000000000000000000e+00
8.886255205739331359e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.313676178455352783e-04 4.086238041054457426e-04 1.319220173172652721e-03 0.000000000000000000e+00
8.883638821283786456e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.211427437141537666e-04 4.035722813569009304e-04 1.207965775392949581e-03 0.000000000000000000e+00
8.884846855341012997e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.132614846341311932e-04 4.022852808702737093e-04 1.150843454524874687e-03 0.000000000000000000e+00
8.889877748842429355e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.059948984533548355e-04 4.036854370497167110e-04 1.134312013164162636e-03 0.000000000000000000e+00
8.898725018010813073e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.973714334890246391e-04 4.065703251399099827e-04 1.139772241003811359e-03 0.000000000000000000e+00
8.911377296103493791e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.878988933749496937e-04 4.064313834533095360e-04 1.096470281481742859e-03 0.000000000000000000e+00
8.927818406070462515e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.810060585848987103e-04 4.055971512570977211e-04 1.029208418913185596e-03 0.000000000000000000e+00
8.948027463124180940e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.782900309190154076e-04 4.058330669067800045e-04 9.625964448787271976e-04 0.000000000000000000e+00
8.971979005818078804e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.814448861405253410e-04 4.089690919499844313e-04 9.219172061420977116e-04 0.000000000000000000e+00
8.999643153617011194e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.999319884926080704e-04 4.197607631795108318e-04 9.471467346884310246e-04 0.000000000000000000e+00
9.030985788669955582e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.352794054895639420e-04 4.397170851007103920e-04 1.005317200906574726e-03 0.000000000000000000e+00
9.065968759587009117e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.801220635883510113e-04 4.652168718166649342e-04 1.079569105058908463e-03 0.000000000000000000e+00
9.104550104007957998e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.256440632976591587e-04 4.915155004709959030e-04 1.157303806394338608e-03 0.000000000000000000e+00
9.146684287509131536e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.400831138715147972e-04 5.000010132789611816e-04 1.221911050379276276e-03 0.000000000000000000e+00
9.192322455548881408e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 8.145749452523887157e-04 4.846812807954847813e-04 1.252941903658211231e-03 0.000000000000000000e+00
9.241412695665721913e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.717708940617740154e-04 4.590273892972618341e-04 1.261128461919724941e-03 0.000000000000000000e+00
9.293900306633116998e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 7.249523769132792950e-04 4.311859083827584982e-04 1.256981398910284042e-03 0.000000000000000000e+00
9.349728072059044280e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.941328756511211395e-04 4.139619413763284683e-04 1.265350030735135078e-03 0.000000000000000000e+00
9.408836535296612055e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.826166645623743534e-04 4.083660605829209089e-04 1.335149630904197693e-03 0.000000000000000000e+00
9.471164273142063394e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.805881275795400143e-04 4.075741162523627281e-04 1.457835664041340351e-03 0.000000000000000000e+00
9.536648166176219092e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.838668487034738064e-04 4.097924684174358845e-04 1.608829130418598652e-03 0.000000000000000000e+00
9.605223663071930787e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.875292747281491756e-04 4.138571384828537703e-04 1.741271000355482101e-03 0.000000000000000000e+00
9.676825037497388621e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.853946251794695854e-04 4.166415310464799404e-04 1.790382200852036476e-03 0.000000000000000000e+00
9.751385635493328664e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.796123343519866467e-04 4.134781775064766407e-04 1.792356837540864944e-03 0.000000000000000000e+00
9.828838112171248213e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.710938178002834320e-04 4.036026657558977604e-04 1.760657294653356075e-03 0.000000000000000000e+00
9.909114656574147375e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.608585827052593231e-04 3.868109197355806828e-04 1.709627453237771988e-03 0.000000000000000000e+00
9.992147203571363207e+03 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.512571708299219608e-04 3.712085890583693981e-04 1.662837341427803040e-03 0.000000000000000000e+00
1.007786763249792602e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.457052659243345261e-04 3.649927675724029541e-04 1.627976307645440102e-03 0.000000000000000000e+00
1.016620795177773834e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.448428612202405930e-04 3.678782086353749037e-04 1.634330605156719685e-03 0.000000000000000000e+00
1.025710046947076626e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.488117505796253681e-04 3.792693314608186483e-04 1.704539754427969456e-03 0.000000000000000000e+00
1.035047794958122904e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.553202401846647263e-04 3.971756959799677134e-04 1.861027209088206291e-03 0.000000000000000000e+00
1.044627375438451963e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.593313300982117653e-04 4.158925730735063553e-04 1.960964174941182137e-03 0.000000000000000000e+00
1.054442197287552517e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.613909499719738960e-04 4.296334809623658657e-04 2.005552407354116440e-03 0.000000000000000000e+00
1.064485753576946627e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.624818197451531887e-04 4.357988073024898767e-04 2.014867030084133148e-03 0.000000000000000000e+00
1.074751631760740020e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.660100189037621021e-04 4.335427947808057070e-04 2.077214187011122704e-03 0.000000000000000000e+00
1.085233522630437437e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.728873122483491898e-04 4.361667379271239042e-04 2.157344948500394821e-03 0.000000000000000000e+00
1.095925228098106709e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.777294911444187164e-04 4.390738613437861204e-04 2.172435401007533073e-03 0.000000000000000000e+00
1.106820667861963739e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.765408907085657120e-04 4.368972149677574635e-04 2.093322807922959328e-03 0.000000000000000000e+00
1.117913885020528869e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.625362439081072807e-04 4.190563049633055925e-04 1.894707442261278629e-03 0.000000000000000000e+00
1.129199050718417311e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 6.325235590338706970e-04 3.890881780534982681e-04 1.647826866246759892e-03 0.000000000000000000e+00
1.140670467873941561e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.984694580547511578e-04 3.612686705309897661e-04 1.435775542631745338e-03 0.000000000000000000e+00
1.152322574083742984e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.667242803610861301e-04 3.385295276530086994e-04 1.276629278436303139e-03 0.000000000000000000e+00
1.164149943751449428e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.444205598905682564e-04 3.228026325814425945e-04 1.182412263005971909e-03 0.000000000000000000e+00
1.176147289537284814e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.414527258835732937e-04 3.198507183697074652e-04 1.151815289631485939e-03 0.000000000000000000e+00
1.188309463142113600e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.458866944536566734e-04 3.255077754147350788e-04 1.187384244985878468e-03 0.000000000000000000e+00
1.200631455557313166e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.517165991477668285e-04 3.344285069033503532e-04 1.295975642278790474e-03 0.000000000000000000e+00
1.213108396780606927e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.532617215067148209e-04 3.415182873141020536e-04 1.476263161748647690e-03 0.000000000000000000e+00
1.225735555085480337e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.413427716121077538e-04 3.400565765332430601e-04 1.651001162827014923e-03 0.000000000000000000e+00
1.238508335892257128e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.245660431683063507e-04 3.364867880009114742e-04 1.745753688737750053e-03 0.000000000000000000e+00
1.251422280277642312e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 5.077238893136382103e-04 3.311861946713179350e-04 1.808873261325061321e-03 0.000000000000000000e+00
1.264473063180272584e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.930870491079986095e-04 3.239206853322684765e-04 1.873908331617712975e-03 0.000000000000000000e+00
1.277656491353038109e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.798350273631513119e-04 3.122347989119589329e-04 1.992812147364020348e-03 0.000000000000000000e+00
1.290968501066558383e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.643652355298399925e-04 3.008843050338327885e-04 2.073762938380241394e-03 0.000000000000000000e+00
1.304405155647005813e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.473557928577065468e-04 2.909113827627152205e-04 2.084841020405292511e-03 0.000000000000000000e+00
1.317962642833963400e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.283754969947040081e-04 2.812392776831984520e-04 2.021629596129059792e-03 0.000000000000000000e+00
1.331637272023956393e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 4.055748286191374063e-04 2.677953452803194523e-04 1.897649490274488926e-03 0.000000000000000000e+00
1.345425471403783740e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 3.762794658541679382e-04 2.497871755622327328e-04 1.733834506012499332e-03 0.000000000000000000e+00
1.359323785014939313e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 3.457315615378320217e-04 2.308016119059175253e-04 1.552066649310290813e-03 0.000000000000000000e+00
1.373328869741494782e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 3.160066262353211641e-04 2.116779360221698880e-04 1.368355588056147099e-03 0.000000000000000000e+00
1.387437492284041582e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 2.893655037041753531e-04 1.929947757162153721e-04 1.204587984830141068e-03 0.000000000000000000e+00
1.401646526095930130e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 2.645081549417227507e-04 1.772816322045400739e-04 1.088623306713998318e-03 0.000000000000000000e+00
1.415952948314458445e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 2.404378465143963695e-04 1.635477819945663214e-04 9.714089683257043362e-04 0.000000000000000000e+00
1.430353836709525785e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 2.181655145250260830e-04 1.504660904174670577e-04 8.335945894941687584e-04 0.000000000000000000e+00
