# distance(pc) r21 r21err co21(Jy/b.km/s) peak(Jy/b) disp(km/s) w1(Jy/b) w2(Jy/b) w3(Jy/b)
3.211182908274672172e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.939440917968750000e+01 8.117795586585998535e-01 1.936005318880071968e+01 1.109385211020708084e-02 6.725225597620010376e-03 2.631512470543384552e-02
3.444524906847635975e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.092057037353515625e+01 8.354538083076477051e-01 1.954021335208746990e+01 1.042689010500907898e-02 6.332370452582836151e-03 2.565848268568515778e-02
3.678278229201503564e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.275462722778320312e+01 7.916669249534606934e-01 2.154520789783874690e+01 9.768119081854820251e-03 5.954467225819826126e-03 2.559607475996017456e-02
3.912369149845834727e+03 4.398586750030517578e+00 1.169342376515324355e+00 4.807992935180664062e+01 1.034160733222961426e+00 1.854751978193136353e+01 9.169378317892551422e-03 5.620111711323261261e-03 2.612398751080036163e-02
4.146740495315429143e+03 1.435828804969787598e+00 1.777032638109999896e-01 5.900120162963867188e+01 1.360983014106750488e+00 1.729490646141638166e+01 8.669731207191944122e-03 5.351379979401826859e-03 2.706656791269779205e-02
4.381347263785380164e+03 8.530929088592529297e-01 6.778694887533551205e-02 7.136830902099609375e+01 1.602486491203308105e+00 1.776728609290853100e+01 8.247992023825645447e-03 5.125858355313539505e-03 2.775685675442218781e-02
4.616153560898405885e+03 6.950374245643615723e-01 4.433100810845088530e-02 7.988382720947265625e+01 1.626403808593750000e+00 1.959478699308765925e+01 7.831415161490440369e-03 4.879389889538288116e-03 2.707057446241378784e-02
4.851130413987123575e+03 6.675497889518737793e-01 4.001643587868750074e-02 8.185892486572265625e+01 1.455007553100585938e+00 2.244454751286320970e+01 7.375689223408699036e-03 4.577761050313711166e-03 2.481636032462120056e-02
5.086254185084190794e+03 6.810265779495239258e-01 4.443333219997180200e-02 7.662265777587890625e+01 1.203819513320922852e+00 2.539252561141917397e+01 6.909358780831098557e-03 4.245521035045385361e-03 2.161660790443420410e-02
5.321505400307249147e+03 7.387946844100952148e-01 5.908920707563167923e-02 6.746142578125000000e+01 9.931291341781616211e-01 2.709941146029838066e+01 6.492426153272390366e-03 3.938056528568267822e-03 1.846466958522796631e-02
5.556867873791296006e+03 1.056889772415161133e+00 1.128281965114257962e-01 5.857516098022460938e+01 9.114568829536437988e-01 2.563819389964529805e+01 6.169042550027370453e-03 3.702483838424086571e-03 1.614941470324993134e-02
5.792328043335268376e+03 1.391233682632446289e+00 1.861216158784796959e-01 5.301850891113281250e+01 1.027822256088256836e+00 2.057877684901463056e+01 5.957256071269512177e-03 3.561436431482434273e-03 1.509673520922660828e-02
6.027874460609311427e+03 1.979496240615844727e+00 3.262083506369120589e-01 4.972723007202148438e+01 1.267881751060485840e+00 1.564680187752977858e+01 5.816057324409484863e-03 3.478142898529767990e-03 1.489357277750968933e-02
6.263497395495815908e+03 2.278089761734008789e+00 4.506862820481253307e-01 4.749485015869140625e+01 1.455533742904663086e+00 1.301770152838962069e+01 5.713206250220537186e-03 3.421937115490436554e-03 1.509895455092191696e-02
6.499188525977055178e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.314839172363281250e+01 1.422697663307189941e+00 1.209935057450332074e+01 5.616183858364820480e-03 3.367860103026032448e-03 1.530024968087673187e-02
6.734940692710440999e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.439700317382812500e+01 1.140561342239379883e+00 1.203128527765082012e+01 5.492250900715589523e-03 3.295744303613901138e-03 1.522886939346790314e-02
6.970747703152618669e+03 0.000000000000000000e+00 0.000000000000000000e+00 2.246150016784667969e+01 7.362769842147827148e-01 1.217047699481518919e+01 5.303232464939355850e-03 3.181746229529380798e-03 1.472054608166217804e-02
7.206604173922847622e+03 0.000000000000000000e+00 0.000000000000000000e+00 1.332136917114257812e+01 4.061876833438873291e-01 1.308374826005157132e+01 5.040321033447980881e-03 3.018153831362724304e-03 1.380803529173135757e-02
7.442505402992557720e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.711024463176727295e-03 2.806941047310829163e-03 1.252998970448970795e-02
7.678447265328468347e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.343796521425247192e-03 2.565238391980528831e-03 1.096604112535715103e-02
7.914426127136171999e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.978664055466651917e-03 2.321166917681694031e-03 9.233272634446620941e-03
8.150438774924273275e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.654963336884975433e-03 2.105200663208961487e-03 7.521657273173332214e-03
8.386482356498523586e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.381409449502825737e-03 1.925828284583985806e-03 6.033419631421566010e-03
8.622554331656885552e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.152329474687576294e-03 1.780088059604167938e-03 4.903141874819993973e-03
8.858652430663065388e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.956275595352053642e-03 1.661145826801657677e-03 4.170198459178209305e-03
9.094774619252686534e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.784579759463667870e-03 1.563502475619316101e-03 3.784616943448781967e-03
9.330919068860468542e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.632364630699157715e-03 1.481180428527295589e-03 3.614614717662334442e-03
9.567084131329662341e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.494111424311995506e-03 1.405874034389853477e-03 3.512226743623614311e-03
9.803268317169284273e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.367892768234014511e-03 1.333748223260045052e-03 3.432448953390121460e-03
9.877362948270290872e+03 1.939305663108825684e+00 5.570774148037781481e-01 1.977198600769042969e+01 6.134195327758789062e-01 1.285886862825932120e+01 3.606328507885336876e-03 2.089871792122721672e-03 6.897727027535438538e-03
9.641010448024131620e+03 8.846066594123840332e-01 1.326339658504422925e-01 3.025564002990722656e+01 9.103771448135375977e-01 1.325852049043726488e+01 3.713333047926425934e-03 2.159027382731437683e-03 7.452387362718582153e-03
9.404668460153863634e+03 7.748476862907409668e-01 9.015951602707771018e-02 3.941232681274414062e+01 1.260397195816040039e+00 1.247483220908208779e+01 3.869077423587441444e-03 2.266583265736699104e-03 8.598252199590206146e-03
9.168337797376931121e+03 7.855122089385986328e-01 7.471516512853998426e-02 4.884844970703125000e+01 1.696523785591125488e+00 1.148684862877273360e+01 4.068959038704633713e-03 2.416907576844096184e-03 1.048039551824331284e-02
8.932019358387209650e+03 7.639406323432922363e-01 5.962446644187958944e-02 5.796685791015625000e+01 2.180861711502075195e+00 1.060380415705306234e+01 4.300286993384361267e-03 2.603847533464431763e-03 1.299740001559257507e-02
8.695714139526282452e+03 6.599510312080383301e-01 4.504675372839753167e-02 6.412154388427734375e+01 2.555003404617309570e+00 1.001203947275587325e+01 4.539987538009881973e-03 2.805168274790048599e-03 1.569732278585433960e-02
8.459423248409024382e+03 6.328822970390319824e-01 4.100370970880032329e-02 6.492014312744140625e+01 2.658624172210693359e+00 9.741651420295735164e+00 4.764677491039037704e-03 2.993514994159340858e-03 1.804638840258121490e-02
8.223147919907512915e+03 6.891567707061767578e-01 4.619144387834610982e-02 6.120538711547851562e+01 2.480443716049194336e+00 9.843971282522421262e+00 4.985306877642869949e-03 3.178250510245561600e-03 2.013187669217586517e-02
7.986889534923820065e+03 7.354716062545776367e-01 5.537637264177108082e-02 5.795141983032226562e+01 2.207262754440307617e+00 1.047418189479298967e+01 5.284689366817474365e-03 3.449304262176156044e-03 2.334295958280563354e-02
7.750649642642921208e+03 8.646188378334045410e-01 7.028027074080968328e-02 6.286735916137695312e+01 2.104541778564453125e+00 1.191729614593988273e+01 5.770516581833362579e-03 3.918631933629512787e-03 2.929534576833248138e-02
7.514429986927966638e+03 9.814848303794860840e-01 7.464287859143184378e-02 7.592279815673828125e+01 2.306116104125976562e+00 1.313412372296250652e+01 6.482047028839588165e-03 4.610328935086727142e-03 3.821757808327674866e-02
7.278232537919118840e+03 1.012007951736450195e+00 6.588486330078378861e-02 9.136045837402343750e+01 2.689906597137451172e+00 1.354974542277411764e+01 7.294965907931327820e-03 5.363980773836374283e-03 4.764510691165924072e-02
7.042059529843038035e+03 9.758358001708984375e-01 5.695423495190681668e-02 9.837899017333984375e+01 2.953038692474365234e+00 1.329056025691848930e+01 7.883435115218162537e-03 5.813804920762777328e-03 5.228082835674285889e-02
6.805913506851297825e+03 9.129948616027832031e-01 5.371774578948353140e-02 9.151702880859375000e+01 2.871218204498291016e+00 1.271586120179384416e+01 8.053441531956195831e-03 5.794703029096126556e-03 5.011641979217529297e-02
6.569797378534080053e+03 8.389455080032348633e-01 5.597364905728998558e-02 7.441305541992187500e+01 2.448516368865966797e+00 1.212428652646139682e+01 7.841256447136402130e-03 5.398019682615995407e-03 4.282196983695030212e-02
6.333714488006418833e+03 7.651638388633728027e-01 6.331199004788171103e-02 5.496654129028320312e+01 1.841595768928527832e+00 1.190732390794069673e+01 7.442059926688671112e-03 4.869251046329736710e-03 3.408262878656387329e-02
6.097668695602828848e+03 7.857486605644226074e-01 8.072463119079119342e-02 3.964032745361328125e+01 1.233182549476623535e+00 1.282389427008655325e+01 7.055096328258514404e-03 4.424223676323890686e-03 2.690318599343299866e-02
5.861664482814692747e+03 7.574282884597778320e-01 9.651285547167670620e-02 3.088487434387207031e+01 8.559551239013671875e-01 1.439477591359780817e+01 6.808721460402011871e-03 4.169324878603219986e-03 2.254053950309753418e-02
5.625707082326549425e+03 1.065397262573242188e+00 1.728782606355925289e-01 2.761852455139160156e+01 8.597633838653564453e-01 1.281538313055284739e+01 6.726845167577266693e-03 4.075289703905582428e-03 2.017263509333133698e-02
5.389802641992215285e+03 1.806533217430114746e+00 3.652430211515007574e-01 2.628800964355468750e+01 9.586047530174255371e-01 1.094027385259993856e+01 6.838456727564334869e-03 4.127592314034700394e-03 1.909491606056690216e-02
5.153958433754761245e+03 2.176189184188842773e+00 5.070759070621757569e-01 2.733694076538085938e+01 9.676641225814819336e-01 1.127029641136829596e+01 7.189957424998283386e-03 4.333380609750747681e-03 1.887187361717224121e-02
4.918183122379218730e+03 2.898219108581542969e+00 8.337946771633044651e-01 2.934041976928710938e+01 9.100965261459350586e-01 1.286142033775628946e+01 7.859120145440101624e-03 4.731948021799325943e-03 1.963522657752037048e-02
4.682487115032336987e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.385742187500000000e+01 9.543314576148986816e-01 1.415352808874544621e+01 8.970635943114757538e-03 5.416351370513439178e-03 2.253368869423866272e-02
4.446883021399006793e+03 1.843752861022949219e+00 3.239792093649730975e-01 4.328405380249023438e+01 1.465835332870483398e+00 1.178020391633545927e+01 1.056105270981788635e-02 6.461135577410459518e-03 2.912717126309871674e-02
4.211386267466384197e+03 1.325372099876403809e+00 1.338729674712419160e-01 6.689894104003906250e+01 2.131624221801757812e+00 1.252041322386336297e+01 1.270004734396934509e-02 7.998272776603698730e-03 4.159347712993621826e-02
3.976015925984032947e+03 1.094073772430419922e+00 7.108966504527322594e-02 1.114250564575195312e+02 2.977559089660644531e+00 1.492906262427439756e+01 1.544764172285795212e-02 1.016345713287591934e-02 6.198418512940406799e-02
3.740795858327743190e+03 1.115646481513977051e+00 4.665182430512805623e-02 1.771531829833984375e+02 4.025957107543945312e+00 1.755455731690202015e+01 1.879240199923515320e-02 1.297576166689395905e-02 9.051646292209625244e-02
3.505756312402421827e+03 9.874908328056335449e-01 3.226648291526504342e-02 2.528136901855468750e+02 5.101466655731201172e+00 1.977040660767922731e+01 2.241230756044387817e-02 1.600779592990875244e-02 1.209826245903968811e-01
3.270936203405305605e+03 9.272094964981079102e-01 2.604803361795418604e-02 3.083927917480468750e+02 5.703900814056396484e+00 2.156961132566312500e+01 2.569233626127243042e-02 1.845990307629108429e-02 1.417223364114761353e-01
3.036386442201464888e+03 8.827326297760009766e-01 2.586281105107878300e-02 3.199824218750000000e+02 5.409364223480224609e+00 2.359880233560177132e+01 2.818485163152217865e-02 1.978208497166633606e-02 1.440857946872711182e-01
2.802174915916430564e+03 8.221095204353332520e-01 2.704945715411834900e-02 2.938283691406250000e+02 4.289599895477294922e+00 2.732668838303205305e+01 2.985247224569320679e-02 2.002636343240737915e-02 1.283438056707382202e-01
2.568394156728274993e+03 8.444409966468811035e-01 3.003522967890368683e-02 2.617310485839843750e+02 2.870217084884643555e+00 3.637898398829629087e+01 3.101173974573612213e-02 1.976125128567218781e-02 1.036199629306793213e-01
2.335173543852487455e+03 8.162806630134582520e-01 3.003657006955478409e-02 2.448594818115234375e+02 2.962398767471313477e+00 3.297489896513340568e+01 3.203731402754783630e-02 1.960713416337966919e-02 8.145594596862792969e-02
2.102699470910492437e+03 8.323607444763183594e-01 2.881987786876718388e-02 2.462341613769531250e+02 3.599665641784667969e+00 2.728953953727582871e+01 3.309225663542747498e-02 1.974480599164962769e-02 6.592608988285064697e-02
1.871250196649149530e+03 8.553941249847412109e-01 2.725855859957491967e-02 2.517129821777343750e+02 3.837996959686279297e+00 2.616441653586897687e+01 3.428756445646286011e-02 2.015962824225425720e-02 5.596012622117996216e-02
1.641259327288240002e+03 8.480799794197082520e-01 2.714052570685239474e-02 2.489078826904296875e+02 3.640482664108276367e+00 2.727656948058437436e+01 3.586795926094055176e-02 2.089323662221431732e-02 4.953830689191818237e-02
1.413438964724178732e+03 8.030261993408203125e-01 2.810834562941439199e-02 2.361548461914062500e+02 3.157981634140014648e+00 2.983302747835807978e+01 3.825971856713294983e-02 2.213379926979541779e-02 4.586217179894447327e-02
1.189037375573827603e+03 8.292112946510314941e-01 3.221512704649245884e-02 2.200488586425781250e+02 2.582032203674316406e+00 3.399910866397372899e+01 4.185583442449569702e-02 2.409045398235321045e-02 4.512967169284820557e-02
9.704291315570980032e+02 9.064037203788757324e-01 4.052880964067429731e-02 2.082410125732421875e+02 2.068067073822021484e+00 4.017091393246668929e+01 4.676666110754013062e-02 2.683840692043304443e-02 4.759326949715614319e-02
7.626127215489632363e+02 1.014589309692382812e+00 5.026233299585827763e-02 2.181701812744140625e+02 1.708194255828857422e+00 5.095281718470367593e+01 5.285471305251121521e-02 3.033519349992275238e-02 5.333599075675010681e-02
5.773614736337166278e+02 1.130332112312316895e+00 5.404388773175883981e-02 2.512399597167968750e+02 1.704581856727600098e+00 5.880048650159972112e+01 5.930883064866065979e-02 3.415951132774353027e-02 6.147292628884315491e-02
4.438885261326234968e+02 1.199328184127807617e+00 5.343867994399695287e-02 2.962974243164062500e+02 1.705262303352355957e+00 6.931811598806766028e+01 6.406031548976898193e-02 3.712845221161842346e-02 6.929810345172882080e-02
4.155122382198779860e+02 1.124994158744812012e+00 4.746067367261327941e-02 3.229979553222656250e+02 1.714700937271118164e+00 7.514869681376428900e+01 6.461744755506515503e-02 3.769610822200775146e-02 7.283790409564971924e-02
5.100847583069614757e+02 1.153615593910217285e+00 4.802099116884891300e-02 3.158220214843750000e+02 1.776879668235778809e+00 7.090787277512382047e+01 6.030569970607757568e-02 3.534654527902603149e-02 7.041199505329132080e-02
6.779713455271687508e+02 1.097979068756103516e+00 4.869479780155644422e-02 2.731013488769531250e+02 1.899384021759033203e+00 5.736158336257773271e+01 5.239284411072731018e-02 3.078593499958515167e-02 6.346532702445983887e-02
8.780811320241700741e+02 1.104114294052124023e+00 5.487533257411120191e-02 2.179641723632812500e+02 1.924353718757629395e+00 4.518666351244247181e+01 4.336129128932952881e-02 2.552507631480693817e-02 5.551512539386749268e-02
1.092854266664683337e+03 1.019580483436584473e+00 5.944934482013167903e-02 1.632236785888671875e+02 1.716169357299804688e+00 3.794312389670389507e+01 3.551370278000831604e-02 2.098902687430381775e-02 4.992102459073066711e-02
1.315126255167150703e+03 1.120207905769348145e+00 8.099207450391769647e-02 1.289901275634765625e+02 1.450932741165161133e+00 3.546657552032409910e+01 2.959474176168441772e-02 1.762828230857849121e-02 4.742953181266784668e-02
1.541657008416756298e+03 1.292223334312438965e+00 1.111369709007036660e-01 1.081414260864257812e+02 1.642513751983642578e+00 2.626595185378473829e+01 2.520999312400817871e-02 1.518165227025747299e-02 4.683421179652214050e-02
1.770812876196701154e+03 1.182646512985229492e+00 1.061969382916768678e-01 9.486894989013671875e+01 1.795479774475097656e+00 2.107917657804020806e+01 2.184845879673957825e-02 1.331363990902900696e-02 4.655031114816665649e-02
2.001692484010445241e+03 1.065250396728515625e+00 9.508662197773617986e-02 8.616811370849609375e+01 1.754592299461364746e+00 1.959207491752378516e+01 1.913887076079845428e-02 1.177329104393720627e-02 4.523841664195060730e-02
2.233761403240085201e+03 1.055214762687683105e+00 1.050786116596202496e-01 7.633563995361328125e+01 1.469156742095947266e+00 2.072856721574256156e+01 1.695914566516876221e-02 1.046665944159030914e-02 4.221931099891662598e-02
2.466683980921567127e+03 1.469509840011596680e+00 1.930546245174614706e-01 6.541807556152343750e+01 1.192441463470458984e+00 2.188622003132310212e+01 1.523911114782094955e-02 9.380042552947998047e-03 3.820597752928733826e-02
2.700239316619270539e+03 3.083450555801391602e+00 6.957563623118337981e-01 5.621586990356445312e+01 9.795909523963928223e-01 2.289413482149353740e+01 1.392695214599370956e-02 8.526350371539592743e-03 3.430285677313804626e-02
2.934276320281164317e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.826393127441406250e+01 9.114742279052734375e-01 2.112459377815105199e+01 1.292524486780166626e-02 7.878648117184638977e-03 3.129975870251655579e-02
3.168688266973313603e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.436621856689453125e+01 9.224001765251159668e-01 1.918859173958901110e+01 1.209958363324403763e-02 7.365650963038206100e-03 2.942323125898838043e-02
3.403397684231033963e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.341465759277343750e+01 8.976697921752929688e-01 1.929433590601013293e+01 1.135244499891996384e-02 6.927087903022766113e-03 2.870690263807773590e-02
3.638347003327833590e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.779174423217773438e+01 8.785992264747619629e-01 2.170061941079421430e+01 1.066790614277124405e-02 6.550802383571863174e-03 2.917147241532802582e-02
3.873492570513882129e+03 1.687690615653991699e+00 2.521293755561909156e-01 5.722358322143554688e+01 1.333051443099975586e+00 1.712530067857895233e+01 1.009264029562473297e-02 6.270021200180053711e-03 3.098207339644432068e-02
4.108800692462485131e+03 9.280407428741455078e-01 7.695419153288098058e-02 7.409373474121093750e+01 1.792895793914794922e+00 1.648680509009120243e+01 9.644106961786746979e-03 6.090794224292039871e-03 3.375796973705291748e-02
4.344244954912861431e+03 7.271733880043029785e-01 4.165554275211749008e-02 9.279526519775390625e+01 2.042270660400390625e+00 1.812686017885103595e+01 9.261904284358024597e-03 5.950069986283779144e-03 3.621813654899597168e-02
4.579804361490086194e+03 6.831118464469909668e-01 3.159709032180339078e-02 1.087202606201171875e+02 2.107114553451538086e+00 2.058412468680487351e+01 8.821185678243637085e-03 5.722798872739076614e-03 3.631584718823432922e-02
4.815462014837363313e+03 6.266130805015563965e-01 2.749630050181799817e-02 1.132711639404296875e+02 2.024745225906372070e+00 2.231819384875495516e+01 8.267966099083423615e-03 5.356796085834503174e-03 3.358050063252449036e-02
5.051204164446629875e+03 6.401254534721374512e-01 3.019023526431571444e-02 1.075067901611328125e+02 1.772867679595947266e+00 2.419188105188732152e+01 7.652184925973415375e-03 4.896325524896383286e-03 2.891054749488830566e-02
5.287019507792165314e+03 6.933068037033081055e-01 4.054158943287710509e-02 9.345495605468750000e+01 1.581604123115539551e+00 2.357298690511133543e+01 7.068422157317399979e-03 4.434493370354175568e-03 2.384991012513637543e-02
5.522898669478171541e+03 8.119218349456787109e-01 6.862470446402836599e-02 7.499111175537109375e+01 1.313978791236877441e+00 2.276834704871056303e+01 6.586282979696989059e-03 4.048536997288465500e-03 1.964084245264530182e-02
5.758833807832745151e+03 2.785377502441406250e+00 5.418774154779575358e-01 5.890000152587890625e+01 9.878033399581909180e-01 2.378783303706641306e+01 6.233496591448783875e-03 3.775417571887373924e-03 1.694211363792419434e-02
5.994818313953659526e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.872481155395507812e+01 1.075879216194152832e+00 1.806744394805473064e+01 5.965770222246646881e-03 3.577903611585497856e-03 1.537445187568664551e-02
6.230846578870181474e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.374676513671875000e+01 1.174538016319274902e+00 1.485897774387949255e+01 5.754497367888689041e-03 3.428937867283821106e-03 1.457162387669086456e-02
6.466913811495933260e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.858651733398437500e+01 1.123357295989990234e+00 1.370338117081700524e+01 5.574825219810009003e-03 3.309002611786127090e-03 1.416939869523048401e-02
6.703015894976096206e+03 0.000000000000000000e+00 0.000000000000000000e+00 2.856045913696289062e+01 8.797280192375183105e-01 1.295170148983926417e+01 5.399861373007297516e-03 3.200881881639361382e-03 1.385610178112983704e-02
6.939149272179110994e+03 0.000000000000000000e+00 0.000000000000000000e+00 2.011452865600585938e+01 6.787979006767272949e-01 1.182168643012431986e+01 5.193545948714017868e-03 3.080099821090698242e-03 1.336475554853677750e-02
7.175310853775128635e+03 0.000000000000000000e+00 0.000000000000000000e+00 1.170784854888916016e+01 4.862452149391174316e-01 9.605761980142611733e+00 4.936201963573694229e-03 2.927564084529876709e-03 1.260012667626142502e-02
7.411497943881473475e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.627408925443887711e-03 2.737598028033971786e-03 1.156657654792070389e-02
7.647708179346464931e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.287561867386102676e-03 2.520652953535318375e-03 1.030943728983402252e-02
7.883939480050311431e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.948725294321775436e-03 2.298564417287707329e-03 8.878194727003574371e-03
8.120190007728520868e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.642763709649443626e-03 2.095780335366725922e-03 7.379032671451568604e-03
8.356458131889850847e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.376882523298263550e-03 1.920523587614297867e-03 5.997322965413331985e-03
8.592742401254801734e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.147235605865716934e-03 1.772382296621799469e-03 4.886625800281763077e-03
8.829041519823913404e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.946113469079136848e-03 1.648131757974624634e-03 4.116255789995193481e-03
9.065354326634416793e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.768459962680935860e-03 1.545155886560678482e-03 3.659588051959872246e-03
9.301679778658892246e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.611694857478141785e-03 1.458880607970058918e-03 3.406966337934136391e-03
9.538016936193791480e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.470331965014338493e-03 1.380645204335451126e-03 3.231676062569022179e-03
9.774364950380293521e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.341567771509289742e-03 1.306375139392912388e-03 3.096197964623570442e-03
9.894865028912357957e+03 9.222546219825744629e-01 1.853326091860264813e-01 1.928066444396972656e+01 5.763209462165832520e-01 1.334650821114087194e+01 3.848809283226728439e-03 2.237125998362898827e-03 7.495983969420194626e-03
9.658396142097752090e+03 8.307071328163146973e-01 1.154239857095392813e-01 3.075120735168457031e+01 8.608013987541198730e-01 1.425178537550515223e+01 3.936870489269495010e-03 2.289935480803251266e-03 7.785661611706018448e-03
9.421931903653192421e+03 7.647033333778381348e-01 8.577481417605234415e-02 4.037306213378906250e+01 1.192627549171447754e+00 1.350507246426782615e+01 4.069355782121419907e-03 2.379833720624446869e-03 8.686034008860588074e-03
9.185472672314914234e+03 8.342036008834838867e-01 8.002488145789515839e-02 5.147454452514648438e+01 1.594609737396240234e+00 1.287799246041117307e+01 4.239591304212808609e-03 2.507543656975030899e-03 1.028718613088130951e-02
8.949018844732034268e+03 8.227630853652954102e-01 6.612229825673791861e-02 6.063782501220703125e+01 2.035702705383300781e+00 1.188336200810717536e+01 4.438148345798254013e-03 2.667028689756989479e-03 1.249009836465120316e-02
8.712570860621346583e+03 7.626388072967529297e-01 5.281444055888283307e-02 6.522342681884765625e+01 2.394324302673339844e+00 1.086752642557838122e+01 4.650737624615430832e-03 2.841382985934615135e-03 1.490502804517745972e-02
8.476129208756685330e+03 6.496255993843078613e-01 4.230570992344336728e-02 6.620738983154296875e+01 2.541229963302612305e+00 1.039375714132373574e+01 4.858043044805526733e-03 3.006846411153674126e-03 1.703186333179473877e-02
8.239694433987948287e+03 6.285855174064636230e-01 4.206676168384879122e-02 6.244559860229492188e+01 2.440398454666137695e+00 1.020824671471126699e+01 5.047886632382869720e-03 3.153043799102306366e-03 1.868535764515399933e-02
8.003267145576969597e+03 7.074448466300964355e-01 5.204372495372184410e-02 5.716405105590820312e+01 2.189373493194580078e+00 1.041629349954002670e+01 5.250622052699327469e-03 3.320045769214630127e-03 2.057376690208911896e-02
7.766848026926859347e+03 7.682772874832153320e-01 6.417563107095140829e-02 5.445535278320312500e+01 1.960209012031555176e+00 1.108276846298156038e+01 5.524286068975925446e-03 3.568346146494150162e-03 2.358569204807281494e-02
7.530437847252232132e+03 1.007695198059082031e+00 9.053820947840827971e-02 5.738538742065429688e+01 1.877993226051330566e+00 1.219038333138789376e+01 5.908153951168060303e-03 3.922624979168176651e-03 2.792664989829063416e-02
7.294037475473696759e+03 9.500964283943176270e-01 8.549139558972305986e-02 6.218379211425781250e+01 1.932786822319030762e+00 1.283521987194913194e+01 6.365555338561534882e-03 4.319403320550918579e-03 3.248277679085731506e-02
7.057647896903801666e+03 9.591257572174072266e-01 8.407176851183698063e-02 6.442064666748046875e+01 1.998203516006469727e+00 1.286161268388860357e+01 6.755408830940723419e-03 4.593440797179937363e-03 3.481642901897430420e-02
6.821270233394748175e+03 9.227736592292785645e-01 8.208862237888212010e-02 6.115334701538085938e+01 1.947786211967468262e+00 1.252532519359658458e+01 6.967921275645494461e-03 4.657409619539976120e-03 3.400366008281707764e-02
6.584905767828817261e+03 9.794770479202270508e-01 9.241430061878322388e-02 5.317873382568359375e+01 1.745489478111267090e+00 1.215432439285471489e+01 6.996426265686750412e-03 4.540537483990192413e-03 3.073059208691120148e-02
